fecha_extraccion;comuna;tipo_propiedad;titulo;precio;moneda;dormitorios;banos;metros_utiles;caracteristicas_raw;ubicacion
2025-11-29 18:09:27;Ñuñoa;casa;Venta Espectacular Casa Esquina De 3 Pisos !!;15700;CLF;11 dormitorios;5 baños;187 m² útiles;11 dormitorios | 5 baños | 187 m² útiles;Ñuñoa, Parque Juan XXIII;
2025-11-29 18:09:27;Ñuñoa;casa;Encantadora Casa Estilo Tradicional En El Corazón ...;25750;CLF;7 dormitorios;4 baños;499 m² útiles;7 dormitorios | 4 baños | 499 m² útiles;Ñuñoa, Estadio Nacional;
2025-11-29 18:09:27;Ñuñoa;casa;Casa En Venta En Ñuñoa! Impecable, Lista Para Vivi...;12300;CLF;4 dormitorios;2 baños;125 m² útiles;4 dormitorios | 2 baños | 125 m² útiles;Ñuñoa, Metro Simón Bolivar;
2025-11-29 18:09:27;Ñuñoa;casa;Venta De Espectacular Casa En Plaza Ñuñoa!;17000;CLF;4 dormitorios;2 baños;196 m² útiles;4 dormitorios | 2 baños | 196 m² útiles;Plaza Ñuñoa, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:09:27;Ñuñoa;casa;Venta Casa En Ñuñoa! Exquisita Casa De Un Piso En ...;13250;CLF;4 dormitorios;3 baños;160 m² útiles;4 dormitorios | 3 baños | 160 m² útiles;Ñuñoa, Parque Botánico;
2025-11-29 18:09:27;Ñuñoa;casa;Amplia Y Cómoda Casa En Venta, Barrio Patrimonial ...;15500;CLF;6 dormitorios;4 baños;254 m² útiles;6 dormitorios | 4 baños | 254 m² útiles;Ñuñoa, Metro Monseñor Eyzaguirre;
2025-11-29 18:09:27;Ñuñoa;casa;Venta Increíble! Casa Con Un Extenso Patio En El C...;14700;CLF;4 dormitorios;3 baños;167 m² útiles;4 dormitorios | 3 baños | 167 m² útiles;Ñuñoa, Plaza Ñuñoa;
2025-11-29 18:09:27;Ñuñoa;casa;Venta Casa: Cerca Del Metro Y Colegios Como La Sal...;10000;CLF;4 dormitorios;2 baños;114 m² útiles;4 dormitorios | 2 baños | 114 m² útiles;Ñuñoa, Metro Simón Bolivar;
2025-11-29 18:09:27;Ñuñoa;casa;Casa Sólida Con Gran Jardín Y Piscina En Ñuñoa, A ...;23200;CLF;4 dormitorios;3 baños;231 m² útiles;4 dormitorios | 3 baños | 231 m² útiles;Ñuñoa, Diagonal Oriente;
2025-11-29 18:09:27;Ñuñoa;casa;Venta Casa Con Gran Terreno Y Cercanía Al Centro, ...;13600;CLF;4 dormitorios;2 baños;160 m² útiles;4 dormitorios | 2 baños | 160 m² útiles;Ñuñoa, Metro Irarrázaval;
2025-11-29 18:09:27;Ñuñoa;casa;Venta De Casa Con Jardín Y Amplios Espacios, Ñuñoa;10355;CLF;3 dormitorios;2 baños;175 m² útiles;3 dormitorios | 2 baños | 175 m² útiles;Ñuñoa, Estadio Nacional;
2025-11-29 18:09:27;Ñuñoa;casa;Venta De Casa Para Remodelar, Ñuñoa;9500;CLF;3 dormitorios;1 baño;85 m² útiles;3 dormitorios | 1 baño | 85 m² útiles;Ñuñoa, Metro Simón Bolivar;
2025-11-29 18:09:27;Ñuñoa;casa;Pedro Torres Moderna Casa En Venta  Ñuñoa;21000;CLF;4 dormitorios;2 baños;253 m² útiles;4 dormitorios | 2 baños | 253 m² útiles;Ñuñoa, Parque Juan XXIII;
2025-11-29 18:09:27;Ñuñoa;casa; Venta Terreno Amplio En Ñuñoa ¡ideal Para Tu Próx...;20460;CLF;5 dormitorios;2 baños;142 m² útiles;5 dormitorios | 2 baños | 142 m² útiles;Ñuñoa, Estadio Nacional;
2025-11-29 18:09:27;Ñuñoa;casa;Excelente Casa Comercial Y Estudio Av.italia;22700;CLF;5 dormitorios;3 baños;338 m² útiles;5 dormitorios | 3 baños | 338 m² útiles;Teniente Montt 1945, Santiago, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa;
2025-11-29 18:09:27;Ñuñoa;casa;Alcalde Jorge Monckeberg // Avda. Rodrigo De Araya;250000000;CLP;3 dormitorios;1 baño;50 m² útiles;3 dormitorios | 1 baño | 50 m² útiles;Alcalde Jorge Monckeberg 1500 - 1800, Ñuñoa, Chile, Villa Los Jardínes - Villa Los Presidentes, Ñuñoa;
2025-11-29 18:09:27;Ñuñoa;casa;Casa En Venta En Ñuñoa;54000;CLF;4 dormitorios;3 baños;400 m² útiles;4 dormitorios | 3 baños | 400 m² útiles;Ñuñoa, Metro Ñuñoa;
2025-11-29 18:09:27;Ñuñoa;casa;Amplia Casa Comercial En Venta, Ñuñoa!;7095;CLF;2 dormitorios;1 baño;160 m² útiles;2 dormitorios | 1 baño | 160 m² útiles;Ñuñoa, Plaza Ñuñoa;
2025-11-29 18:09:27;Ñuñoa;casa;Maravillosa Casa Familiar En Ñuñoa ;9550;CLF;4 dormitorios;2 baños;96 m² útiles;4 dormitorios | 2 baños | 96 m² útiles;Ñuñoa, Diagonal Oriente;
2025-11-29 18:09:27;Ñuñoa;casa;Venta Casa En Ñuñoa: Remodelada Y Lista Para Disfr...;11200;CLF;4 dormitorios;1 baño;168 m² útiles;4 dormitorios | 1 baño | 168 m² útiles;Ñuñoa, Parque Juan XXIII;
2025-11-29 18:09:27;Ñuñoa;casa;Townhouse De 3 Pisos En Ñuñoa  Espacios Versátile...;9000;CLF;3 dormitorios;2 baños;98 m² útiles;3 dormitorios | 2 baños | 98 m² útiles;Ñuñoa, Plaza Egaña;
2025-11-29 18:09:27;Ñuñoa;casa;Venta Townhouse De 3 Pisos, Ñuñoa;8550;CLF;3 dormitorios;2 baños;98 m² útiles;3 dormitorios | 2 baños | 98 m² útiles;Ñuñoa, Plaza Egaña;
2025-11-29 18:09:27;Ñuñoa;casa;Venta Casa Remodelada Con Gran Jardín, Ñuñoa;11875;CLF;3 dormitorios;2 baños;299 m² útiles;3 dormitorios | 2 baños | 299 m² útiles;Ñuñoa, Metro Irarrázaval;
2025-11-29 18:09:27;Ñuñoa;casa; Casa Familiar En Venta  Excelente Ubicación En Ñ...;17900;CLF;4 dormitorios;3 baños;228 m² útiles;4 dormitorios | 3 baños | 228 m² útiles;Santiago, Metro Ñuñoa, Ñuñoa;
2025-11-29 18:09:27;Ñuñoa;casa;Oportunidad Para Inversionistas En Ñuñoa: Venta Ca...;12950;CLF;6 dormitorios;2 baños;177 m² útiles;6 dormitorios | 2 baños | 177 m² útiles;Ñuñoa, Estadio Nacional;
2025-11-29 18:09:27;Ñuñoa;casa;Venta Townhouse Con Vista A La Cordillera, Ñuñoa;11500;CLF;3 dormitorios;2 baños;90 m² útiles;3 dormitorios | 2 baños | 90 m² útiles;Ñuñoa, Diego De Almagro;
2025-11-29 18:09:27;Ñuñoa;casa;En Venta Linda Casa Remodelada, Con Excelentes Ter...;11970;CLF;4 dormitorios;2 baños;114 m² útiles;4 dormitorios | 2 baños | 114 m² útiles;Ñuñoa, Parque Botánico;
2025-11-29 18:09:27;Ñuñoa;casa;En Venta. Maravillosa Con 485 De Terreno Cerca Del...;13000;CLF;7 dormitorios;4 baños;320 m² útiles;7 dormitorios | 4 baños | 320 m² útiles;Montenegro, Parque Botánico, Ñuñoa;
2025-11-29 18:09:27;Ñuñoa;casa;Venta De Casa Amplia Con Gran Terreno Barrio Suare...;17000;CLF;5 dormitorios;3 baños;201 m² útiles;5 dormitorios | 3 baños | 201 m² útiles;Ñuñoa, Estadio Nacional;
2025-11-29 18:09:27;Ñuñoa;casa;Preciosa Casa Familiar En Venta Con Jardín Y Gran ...;12600;CLF;4 dormitorios;2 baños;190 m² útiles;4 dormitorios | 2 baños | 190 m² útiles;Ñuñoa, Plaza Ñuñoa;
2025-11-29 18:09:27;Ñuñoa;casa;Hermosa Casa Remodelada En Ñuñoa!;8500;CLF;4 dormitorios;4 baños;70 m² útiles;4 dormitorios | 4 baños | 70 m² útiles;Ñuñoa, Villa Frei;
2025-11-29 18:09:27;Ñuñoa;casa;Espectacular Casa De Un Piso En Venta En Ñuñoa!;9215;CLF;5 dormitorios;3 baños;150 m² útiles;5 dormitorios | 3 baños | 150 m² útiles;Ñuñoa, Estadio Nacional;
2025-11-29 18:09:27;Ñuñoa;casa;Venta De Casa Amplia Y Bien Ubicada En Ñuñoa Con G...;11400;CLF;6 dormitorios;3 baños;250 m² útiles;6 dormitorios | 3 baños | 250 m² útiles;Ñuñoa, Metro Ñuñoa;
2025-11-29 18:09:27;Ñuñoa;casa;Casa Con Amplio Terreno En Barrio Parque Juan Xxiii Ñuñoa;12700;CLF;3 dormitorios;2 baños;165 m² útiles;3 dormitorios | 2 baños | 165 m² útiles;Los Almendros, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:09:27;Ñuñoa;casa;Venta: Casa En Ñuñoa. Impecable Al Lado Del Parque...;10900;CLF;3 dormitorios;2 baños;99 m² útiles;3 dormitorios | 2 baños | 99 m² útiles;Ñuñoa, Parque Botánico;
2025-11-29 18:09:27;Ñuñoa;casa;Maravillosa Casa En Venta! 525 M2 En Barrio Gorost...;16900;CLF;5 dormitorios;2 baños;255 m² útiles;5 dormitorios | 2 baños | 255 m² útiles;Ñuñoa, Villa Frei;
2025-11-29 18:09:27;Ñuñoa;casa;Preciosa Casa En Venta En Ñuñoa. Estilo Inglés Rem...;16625;CLF;5 dormitorios;4 baños;175 m² útiles;5 dormitorios | 4 baños | 175 m² útiles;Ñuñoa, Diego De Almagro;
2025-11-29 18:09:27;Ñuñoa;casa;Preciosa Casa Townhouse En Condominio Cerrado;9300;CLF;3 dormitorios;3 baños;100 m² útiles;3 dormitorios | 3 baños | 100 m² útiles;Bremen 300 - 600, Ñuñoa, Plaza Egaña, Ñuñoa;
2025-11-29 18:09:27;Ñuñoa;casa;Venta Amplia Casa  En Ubicación Privilegiada De Ñu...;10400;CLF;4 dormitorios;3 baños;153 m² útiles;4 dormitorios | 3 baños | 153 m² útiles;Ñuñoa, Estadio Nacional;
2025-11-29 18:09:27;Ñuñoa;casa;Venta Casa Renovada En Villa Frei, Ñuñoa;7500;CLF;4 dormitorios;2 baños;142 m² útiles;4 dormitorios | 2 baños | 142 m² útiles;Ñuñoa, Villa Frei;
2025-11-29 18:09:27;Ñuñoa;casa;Venta Casa Con Gran Terreno, Ñuñoa;10260;CLF;5 dormitorios;3 baños;131 m² útiles;5 dormitorios | 3 baños | 131 m² útiles;Ñuñoa, Plaza Egaña;
2025-11-29 18:09:27;Ñuñoa;casa;Linda Casa En Condominio, Venta En Barrio Amapolas...;10440;CLF;4 dormitorios;3 baños;134 m² útiles;4 dormitorios | 3 baños | 134 m² útiles;Santiago, Amapolas, Ñuñoa;
2025-11-29 18:09:27;Ñuñoa;casa;Venta Casa Con Gran Terreno Y Encanto Clásico En Ñ...;13500;CLF;3 dormitorios;1 baño;191 m² útiles;3 dormitorios | 1 baño | 191 m² útiles;Ñuñoa, Estadio Nacional;
2025-11-29 18:09:27;Ñuñoa;casa;Venta Casa Remodelada En Villa Frei, Ñuñoa;7990;CLF;3 dormitorios;1 baño;64 m² útiles;3 dormitorios | 1 baño | 64 m² útiles;Ñuñoa, Villa Frei;
2025-11-29 18:09:27;Ñuñoa;casa;Townhouse En Condominio De Barrio Muy Residencial De Ñuñoa;8500;CLF;3 dormitorios;3 baños;100 m² útiles;3 dormitorios | 3 baños | 100 m² útiles;Juan Francisco González, Plaza Egaña, Ñuñoa;
2025-11-29 18:09:27;Ñuñoa;casa;Hermosa Casa Tradicional En Sector Residencial De Ñuñoa. ;7900;CLF;3 dormitorios;1 baño;180 m² útiles;3 dormitorios | 1 baño | 180 m² útiles;Avenida Simón Bolívar 2812, Ñuñoa, Chile, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:09:27;Ñuñoa;casa;Acogedora Con Gran Potencial. Pza. Gmo. Franke;12500;CLF;6 dormitorios;3 baños;252 m² útiles;6 dormitorios | 3 baños | 252 m² útiles;Atahualpa, Metro Monseñor Eyzaguirre, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Venta Casa Con Historia Y Gran Potencial En Ñuñoa;9800;CLF;7 dormitorios;4 baños;176 m² útiles;7 dormitorios | 4 baños | 176 m² útiles;Santiago, Villa Frei, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Amplia Casa Con Gran Terreno Y Opción De Segundo Baño;10300;CLF;3 dormitorios;2 baños;117 m² útiles;3 dormitorios | 2 baños | 117 m² útiles;Ángel Cruchaga Sta. Maria, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Excelente Oportunidad, Casa En Venta Ubicada En Ñu...;8550;CLF;3 dormitorios;2 baños;89 m² útiles;3 dormitorios | 2 baños | 89 m² útiles;Ñuñoa, Amapolas;
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta En Ñuñoa;15900;CLF;3 dormitorios;3 baños;179 m² útiles;3 dormitorios | 3 baños | 179 m² útiles;García Moreno 1800 - 2100, Ñuñoa, Amapolas, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Vendo Solida Casa Con Dpto 6d/3b/5e/2b Ñuñoa, Santiago Chile;14000;CLF;6 dormitorios;4 baños;138 m² útiles;6 dormitorios | 4 baños | 138 m² útiles;Heriberto Covarrubias 231, Ñuñoa, Plaza Egaña, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Amplia Casa Suárez Mujica / Salvador / Ñuñoa.;17500;CLF;4 dormitorios;4 baños;210 m² útiles;4 dormitorios | 4 baños | 210 m² útiles;Suárez Mujica 1071, Ñuñoa, Santiago, Estadio Nacional, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa; Amplia Casa Años 40 En Ñuñoa, Oportunidad Única ;10600;CLF;7 dormitorios;3 baños;272 m² útiles;7 dormitorios | 3 baños | 272 m² útiles;Seminario, 1 - 300, Metro Irarrázaval, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta En Metro Bilbao Providencia;13100;CLF;3 dormitorios;2 baños;138 m² útiles;3 dormitorios | 2 baños | 138 m² útiles;Av. Eliecer Parada 1500 - 1800, Providencia, Ñuñoa, Amapolas, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta En La Quilla Con Jardín;9000;CLF;4 dormitorios;2 baños;99 m² útiles;4 dormitorios | 2 baños | 99 m² útiles;La Quilla 600 - 900, Ñuñoa, Chile, Villa Frei, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta En Ñuñoa Con Piscina;14500;CLF;4 dormitorios;2 baños;194 m² útiles;4 dormitorios | 2 baños | 194 m² útiles;Gral. Gorostiaga 600 - 900, Ñuñoa, Región Metropolitana, Chile, Parque Botánico, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;La Giralda/amapolas;11990;CLF;5 dormitorios;4 baños;150 m² útiles;5 dormitorios | 4 baños | 150 m² útiles;La Giralda, Ñuñoa, Amapolas, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta En Amapolas, Ñuñoa;300000000;CLP;4 dormitorios;2 baños;136 m² útiles;4 dormitorios | 2 baños | 136 m² útiles;Pje. Arturo Medina 5400 - 5700, Ñuñoa, Amapolas, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta En Ñuñoa Cod. 1460;6800;CLF;4 dormitorios;3 baños;99 m² útiles;4 dormitorios | 3 baños | 99 m² útiles;Exequiel Fernández 1460, Santiago, Ñuñoa, Estadio Nacional, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Townhouse En Barrio Pucara;7490;CLF;3 dormitorios;2 baños;100 m² útiles;3 dormitorios | 2 baños | 100 m² útiles;Av. Echeñique ,, Metro Simón Bolivar, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Excelente Casa En Ñuñoa!!;9550;CLF;4 dormitorios;3 baños;134 m² útiles;4 dormitorios | 3 baños | 134 m² útiles;Montenegro 2100 - 2400, Ñuñoa, Diego De Almagro, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta Diagonal Oriente, Metro Villa Frei, Ñuñoa;23200;CLF;4 dormitorios;4 baños;231 m² útiles;4 dormitorios | 4 baños | 231 m² útiles;Diagonal Oriente, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta En Ñuñoa;9500;CLF;4 dormitorios;2 baños;80 m² útiles;4 dormitorios | 2 baños | 80 m² útiles;Metro Los Orientales, Villa Frei, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta De 5 Dorm. En Ñuñoa;375000000;CLP;5 dormitorios;7 baños;272 m² útiles;5 dormitorios | 7 baños | 272 m² útiles;Ortuzar Con Batlle Y Ordoñez, Villa Frei, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Se Vende Casa, Ñuñoa, Modelo Townhouse;9200;CLF;3 dormitorios;3 baños;100 m² útiles;3 dormitorios | 3 baños | 100 m² útiles;Parque Botánico, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Imponente Casa En El Corazón De Ñuñoa;8900;CLF;6 dormitorios;3 baños;162 m² útiles;6 dormitorios | 3 baños | 162 m² útiles;Eduardo Castillo Velasco, 4200 - 4500, Villa Frei, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta En Ñuñoa;6890;CLF;4 dormitorios;1 baño;88 m² útiles;4 dormitorios | 1 baño | 88 m² útiles;PEDRO DE VALDIVIA / METRO ESTADIO NACIONAL, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta En Ñuñoa;440000000;CLP;4 dormitorios;1 baño;170 m² útiles;4 dormitorios | 1 baño | 170 m² útiles;Los Orientales / Duble Almeyda, Diagonal Oriente, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa Renovada Ñuñoa Cercana Metro Los Orientales;7500;CLF;3 dormitorios;1 baño;64 m² útiles;3 dormitorios | 1 baño | 64 m² útiles;Las Docas, 5100 - 5400, Villa Frei, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Simón Bolivar/p. De Valdivia C_423314;12500;CLF;3 dormitorios;2 baños;299 m² útiles;3 dormitorios | 2 baños | 299 m² útiles;Metro Ñuñoa, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;¡inversión Segura En Ñuñoa !!!;15000;CLF;4 dormitorios;2 baños;241 m² útiles;4 dormitorios | 2 baños | 241 m² útiles;Jorge Washington, 1 - 300, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa 11 Dorm.5 Baños En Ñuñoa.casareposo,estudiantil,hostal.;589000000;CLP;11 dormitorios;5 baños;294 m² útiles;11 dormitorios | 5 baños | 294 m² útiles;Metro Chile España - Plaza Ñuñoa, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta Metro Orientales De 4 Dorm. En Ñuñoa, 2 Baños;16950;CLF;4 dormitorios;2 baños;151 m² útiles;4 dormitorios | 2 baños | 151 m² útiles;AV. AMÉRICO VESPUCIO / METRO LOS ORIENTALES, Diagonal Oriente, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta De 5 Dorm. En Ñuñoa;15450;CLF;5 dormitorios;3 baños;160 m² útiles;5 dormitorios | 3 baños | 160 m² útiles;GRECIA / MACUL, Estadio Nacional, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Colegio San Ignacio / Amapolas ;26000;CLF;7 dormitorios;6 baños;196 m² útiles;7 dormitorios | 6 baños | 196 m² útiles;Amapolas / Colegio San Ignacio / Bilbao, Amapolas, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta Lado Manuel Montt -antonio Varas;11500;CLF;5 dormitorios;3 baños;138 m² útiles;5 dormitorios | 3 baños | 138 m² útiles;Leopoldo Urrutia 1860, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Amplia Casa Con Oportunidad De Inversión;5500;CLF;5 dormitorios;1 baño;110 m² útiles;5 dormitorios | 1 baño | 110 m² útiles;Lo Encalada, 1 - 300, Metro Irarrázaval, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Remodelada Casa En Venta - Ñuñoa;125000000;CLP;2 dormitorios;1 baño;80 m² útiles;2 dormitorios | 1 baño | 80 m² útiles;Via Ocho, 1391, Estadio Nacional, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Tu Hogar Perfecto En Ñuñoa;11900;CLF;5 dormitorios;4 baños;308 m² útiles;5 dormitorios | 4 baños | 308 m² útiles;Simon Bolivar, 1919, Metro Monseñor Eyzaguirre, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Dos Casas En Un Terreno De 452 M2 En Ñuñoa;13800;CLF;4 dormitorios;3 baños;180 m² útiles;4 dormitorios | 3 baños | 180 m² útiles;EMILIA TELLEZ 4169, 1 - 300, Parque Botánico, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Ñuñoa Prime: 745 M², Retorno Seguro, Suelo Escaso;16000;CLF;6 dormitorios;2 baños;740 m² útiles;6 dormitorios | 2 baños | 740 m² útiles;Brown Sur, 1 - 300, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Ortuzar/colegio Calasanz C_423478;10500;CLF;3 dormitorios;2 baños;119 m² útiles;3 dormitorios | 2 baños | 119 m² útiles;Parque Botánico, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Simon Bolivar/a. Varas C_423248;7700;CLF;5 dormitorios;4 baños;161 m² útiles;5 dormitorios | 4 baños | 161 m² útiles;Metro Monseñor Eyzaguirre, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta Con Giro Comercial;7095;CLF;3 dormitorios;2 baños;160 m² útiles;3 dormitorios | 2 baños | 160 m² útiles;Duble Almeyda, 5400 - 5700, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta En Ñuñoa;10500;CLF;4 dormitorios;2 baños;127 m² útiles;4 dormitorios | 2 baños | 127 m² útiles;Licenciado De Las Peñas, Plaza Egaña, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta En Ñuñoa Y Providencia;12990;CLF;4 dormitorios;4 baños;163 m² útiles;4 dormitorios | 4 baños | 163 m² útiles;Av. Hernando De Aguirre, Parque Botánico, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Totalmente Remodelada/ Metro Ñuñoa, 3d / 2b Lindo Jardín;11550;CLF;3 dormitorios;2 baños;141 m² útiles;3 dormitorios | 2 baños | 141 m² útiles;Pedro De Valdivia, Estadio Nacional, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa Con Amplio Terreno En Venta Para Diversos Usos En Ñuñoa;14350;CLF;7 dormitorios;5 baños;224 m² útiles;7 dormitorios | 5 baños | 224 m² útiles;Los Avellanos / Pedro De Valdivia, Estadio Nacional, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta De 4 Dorm + Oficina. Remodelada En Ñuñoa;13600;CLF;4 dormitorios;3 baños;240 m² útiles;4 dormitorios | 3 baños | 240 m² útiles;General Pedro Pablo Dartnell, Estadio Nacional, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta En Emilia Tellez;16565;CLF;5 dormitorios;4 baños;190 m² útiles;5 dormitorios | 4 baños | 190 m² útiles;Emilia Tellez, Parque Botánico, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Venta Casa Gran Terreno Ñuñoa Metro Villa Freire;23200;CLF;4 dormitorios;2 baños;231 m² útiles;4 dormitorios | 2 baños | 231 m² útiles;DIAGONAL ORIENTE CON IRARRAZAVAL, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa Remodelada 3 Dorm.en José Domingo Cañas. Ñuñoa;10100;CLF;3 dormitorios;2 baños;129 m² útiles;3 dormitorios | 2 baños | 129 m² útiles;José Domingo Cañas, Metro Irarrázaval, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Venta Casa Ñuñoa 4 Dorm 2 Baños;7690;CLF;4 dormitorios;2 baños;120 m² útiles;4 dormitorios | 2 baños | 120 m² útiles;Pje. Lo Pl. 942, Ñuñoa, Región Metropolitana, Chile, Villa Frei, Ñuñoa;
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta De 4 Dorm. En Ñuñoa;15000;CLF;4 dormitorios;3 baños;250 m² útiles;4 dormitorios | 3 baños | 250 m² útiles;Angel Cruchaga, Montenegro, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:09:51;Ñuñoa;casa;Casa En Venta De 5 Dormitorios En Ñuñoa;17500;CLF;5 dormitorios;4 baños;210 m² útiles;5 dormitorios | 4 baños | 210 m² útiles;Manuel Covarrubias, Brown Norte, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:09:51;Ñuñoa;casa;Venta Casa Familiar Ñuñoa 176 M, 7d Y 3 Estac.;159000000;CLP;7 dormitorios;2 baños;120 m² útiles;7 dormitorios | 2 baños | 120 m² útiles;Rodrigo De Araya, Juan Gómez Millas, Ñuñoa;
2025-11-29 18:09:51;Ñuñoa;casa;Av. Simon Bolivar/colegio Calasanz;10500;CLF;4 dormitorios;3 baños;119 m² útiles;4 dormitorios | 3 baños | 119 m² útiles;Av. Simón Bolívar 4416, Ñuñoa, Parque Botánico, Ñuñoa;
2025-11-29 18:09:51;Ñuñoa;casa;Casa 3d Y Un Baño Frente A Universidad De Chile;177000000;CLP;2 dormitorios;1 baño;48 m² útiles;2 dormitorios | 1 baño | 48 m² útiles;Premio Nobel 1574, Ñuñoa, Chile, Juan Gómez Millas, Ñuñoa;
2025-11-29 18:09:51;Ñuñoa;casa;Venta Casa Estilo Chilena En Ñuñoa Con Piscina Y Quincho;12650;CLF;5 dormitorios;4 baños;218 m² útiles;5 dormitorios | 4 baños | 218 m² útiles;Metro Villa Frei, Villa Frei, Ñuñoa;
2025-11-29 18:09:51;Ñuñoa;casa;Casa En Venta 4 Dorm Ñuñoa Rodrigo De Araya/ Jp Alessandri;189000000;CLP;4 dormitorios;2 baños;110 m² útiles;4 dormitorios | 2 baños | 110 m² útiles;Rodrigo De Araya, Juan Gómez Millas, Ñuñoa;
2025-11-29 18:09:51;Ñuñoa;casa;Formidable Casa Esquina En J. D. Cañas En Ñuñoa;15600;CLF;4 dormitorios;4 baños;240 m² útiles;4 dormitorios | 4 baños | 240 m² útiles;Ñuñoa;
2025-11-29 18:09:51;Ñuñoa;casa;Venta Casa Sólida Y Segura Casa En Simón Bolívar;10500;CLF;3 dormitorios;2 baños;119 m² útiles;3 dormitorios | 2 baños | 119 m² útiles;Parque Botánico, Ñuñoa;
2025-11-29 18:09:51;Ñuñoa;casa;Casa Con Excelente Conectividad Ñuñoa;6500;CLF;3 dormitorios;2 baños;74 m² útiles;3 dormitorios | 2 baños | 74 m² útiles;Ñuñoa;
2025-11-29 18:09:51;Ñuñoa;casa;Metro Simón Bolívar - Colegio La Salle;8200;CLF;5 dormitorios;3 baños;134 m² útiles;5 dormitorios | 3 baños | 134 m² útiles;Parque Botánico, Ñuñoa;
2025-11-29 18:09:51;Ñuñoa;casa;Venta Casa Nuñoa , Sector Residencial.;8000;CLF;5 dormitorios;3 baños;120 m² útiles;5 dormitorios | 3 baños | 120 m² útiles;Villa Frei, Ñuñoa;
