fecha_extraccion;comuna;tipo_propiedad;titulo;precio;moneda;dormitorios;banos;metros_utiles;caracteristicas_raw;ubicacion
2025-11-29 18:13:24;Ñuñoa;casa;Se Vende Hermosa Casa ;580000000;CLP;4 dormitorios;3 baños;191 m² útiles;4 dormitorios | 3 baños | 191 m² útiles;SUCRE CON MARCHANT PEREIRA, Metro Ñuñoa, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Atención Inversionistas!! Espectacular Propiedad En Venta!;10450;CLF;4 dormitorios;2 baños;172 m² útiles;4 dormitorios | 2 baños | 172 m² útiles;Mujica 0263, Ñuñoa, Santiago, Metro Irarrázaval, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;A Pasos Del Metro Ñuble;5200;CLF;3 dormitorios;2 baños;104 m² útiles;3 dormitorios | 2 baños | 104 m² útiles;A PASOS DEL METRO ÑUBLE, Parque San Eugenio - Metro Ñuble, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Departamento En Venta En Ñuñoa;9350;CLF;7 dormitorios;1 baño;230 m² útiles;7 dormitorios | 1 baño | 230 m² útiles;VENTA DE CASA COMERCIAL ÑUÑOA, Estadio Nacional, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Crescente Errazuriz Con Monseñor Eyzaguirre;12502;CLF;4 dormitorios;2 baños;189 m² útiles;4 dormitorios | 2 baños | 189 m² útiles;VENTA, ESPECTACULAR CASA EN ÑUÑOA!!!, Estadio Nacional, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Venta  Casa Pedro De Valdivia-zañartu / Ñuñoa / 14.000 Uf;14000;CLF;6 dormitorios;2 baños;400 m² útiles;6 dormitorios | 2 baños | 400 m² útiles;VENTA  CASA PEDRO DE VALDIVIA-ZAÑARTU / ÑUÑOA / 14.000 UF, Estadio Nacional, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Hermosa Propiedad De 5 Habitaciones Entrada De 4 Autos;150000;CLF;5 dormitorios;3 baños;600 m² útiles;5 dormitorios | 3 baños | 600 m² útiles;CERCANA A EL ESTADO NACIONAL, Estadio Nacional, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Oportunidad Casa Condominio Ñuñoa 4 Dormitorios;5100;CLF;4 dormitorios;2 baños;110 m² útiles;4 dormitorios | 2 baños | 110 m² útiles;BREMEN, Metro Simón Bolivar, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Amplia Casa En Tranquilo Sector De Ñuñoa;400000000;CLP;5 dormitorios;3 baños;252 m² útiles;5 dormitorios | 3 baños | 252 m² útiles;AMPLIA CASA EN TRANQUILO SECTOR DE ÑUÑOA, Metro Irarrázaval, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Se Vende Casa En Pucara Metro Simón Bolivar ;5400;CLF;;;88 m² útiles;88 m² útiles;PUCARA 4988 ÑUÑOA, Metro Simón Bolivar, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Seminario  Metro Irarrazaval;390000000;CLP;4 dormitorios;2 baños;168 m² útiles;4 dormitorios | 2 baños | 168 m² útiles;SEMINARIO  METRO IRARRAZAVAL, Metro Irarrázaval, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Se Vende Hermosa Casa En Ñuñoa ;7500;CLF;4 dormitorios;2 baños;89 m² útiles;4 dormitorios | 2 baños | 89 m² útiles;VILLA FREI PEDRO LOBOS 900 ÑUÑOA, Villa Frei, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Impecable Casa, No Paga Contribuciones, Excelente Ubicacion ;7750;CLF;4 dormitorios;4 baños;97 m² útiles;4 dormitorios | 4 baños | 97 m² útiles;PEDRO LAUTARO FERRER, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Casa / Metro Ñuble / Ñuñoa;160000000;CLP;3 dormitorios;1 baño;90 m² útiles;3 dormitorios | 1 baño | 90 m² útiles;CALLE 2 / METRO ÑUBLE  / ÑUÑOA, Estadio Nacional, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Se Vende Hermosa Casa Metro Villa Frei;255000000;CLP;3 dormitorios;1 baño;77 m² útiles;3 dormitorios | 1 baño | 77 m² útiles;RAMON CRUZ 900 METRO VILLA FREI ÑUÑOA, Villa Frei, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Black Friday  Casa 4d+4b+local Comercial;12250;CLF;5 dormitorios;3 baños;245 m² útiles;5 dormitorios | 3 baños | 245 m² útiles;Jose Domingo Cañas, 1800 - 2100, Metro Monseñor Eyzaguirre, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Casa Diego De Almagro ;6300;CLF;3 dormitorios;2 baños;70 m² útiles;3 dormitorios | 2 baños | 70 m² útiles;CASA DIEGO DE ALMAGRO, Diego De Almagro, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Casa En Venta En Barrio Italia, Ñuñoa;700000000;CLP;6 dormitorios;3 baños;232 m² útiles;6 dormitorios | 3 baños | 232 m² útiles;Av Salvador, 1800 - 2100, Metro Irarrázaval, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Casa 2 Pisos 4d+4b, 4 Terrazas+patio. Ñuñoa;17900;CLF;4 dormitorios;4 baños;205 m² útiles;4 dormitorios | 4 baños | 205 m² útiles;Luis Uribe, 2100 - 2400, Metro Ñuñoa, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;La Minga - Hermosa Casa 4d/2b + Pieza C/ Entrada Indp. Ñuñoa;8100;CLF;5 dormitorios;3 baños;115 m² útiles;5 dormitorios | 3 baños | 115 m² útiles;Estrella Solitaria 5100 - 5400, Santiago, Ñuñoa, Chile, Plaza Egaña, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Se Vende Propiedad 7d+4b+5 Est. Ñuñoa;13000;CLF;7 dormitorios;4 baños;320 m² útiles;7 dormitorios | 4 baños | 320 m² útiles;Montenegro, 1386, Parque Botánico, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Casa 6 D, 3 B, 4 Est. Ñuñoa;10390;CLF;6 dormitorios;2 baños;160 m² útiles;6 dormitorios | 2 baños | 160 m² útiles;Canonigo Madariaga, 600 - 900, Estadio Nacional, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Casa Pucará;10900;CLF;5 dormitorios;4 baños;165 m² útiles;5 dormitorios | 4 baños | 165 m² útiles;CASA PUCARÁ, Parque Botánico, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Se Vende Casa 4d, 2b, 5 Est. Sector Ñuñoa;10900;CLF;4 dormitorios;2 baños;175 m² útiles;4 dormitorios | 2 baños | 175 m² útiles;Eduardo Castillo Velasco, 675, Metro Irarrázaval, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;¡¡oportunidad De Inversión!! Se Aceptan Ofertas ;9700;CLF;4 dormitorios;3 baños;210 m² útiles;4 dormitorios | 3 baños | 210 m² útiles;Los Jazmines, Estadio Nacional, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Casa En Venta 4 Dormitorios, Con Giro Comercial, Ñuñoa;510000000;CLP;4 dormitorios;3 baños;140 m² útiles;4 dormitorios | 3 baños | 140 m² útiles;Av. Pedro De Valdivia, Estadio Nacional, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Casa En Venta En Metro Irarrázaval;11250;CLF;6 dormitorios;4 baños;230 m² útiles;6 dormitorios | 4 baños | 230 m² útiles;Residencial Seminario 900 - 1200, Ñuñoa, Metro Irarrázaval, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Casa Los Aliaga, Eduardo Castillo;7693;CLF;3 dormitorios;3 baños;103 m² útiles;3 dormitorios | 3 baños | 103 m² útiles;CASA LOS ALIAGA, EDUARDO CASTILLO, Diagonal Oriente, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Casa Los Agustinos;300000000;CLP;4 dormitorios;2 baños;140 m² útiles;4 dormitorios | 2 baños | 140 m² útiles;CASA LOS AGUSTINOS, Metro Simón Bolivar, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Venta Casa En Condominio Cerrado-ñuñoa.;6400;CLF;3 dormitorios;2 baños;111 m² útiles;3 dormitorios | 2 baños | 111 m² útiles;Los Tres Antonios 1852, Ñuñoa, Estadio Nacional, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Casa Hernán Cortés;11990;CLF;7 dormitorios;4 baños;185 m² útiles;7 dormitorios | 4 baños | 185 m² útiles;CASA HERNÁN CORTÉS, Metro Ñuñoa, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Casa Ñuñoa 4 Dormitorios, 2 Baños;6290;CLF;4 dormitorios;3 baños;80 m² útiles;4 dormitorios | 3 baños | 80 m² útiles;ALCALDE EDUARDO CASTILLO VELASCO, 4500 - 4800, Diagonal Oriente, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Venta Hermosa Casa Especial Para Inversionista;235000000;CLP;2 dormitorios;1 baño;220 m² útiles;2 dormitorios | 1 baño | 220 m² útiles;Peatones 33, 1255, Villa Los Jardínes - Villa Los Presidentes, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Venta Casa 5d 2b Servicios 2 Pisos Terreno 283/457 Me Ñuñoa;16700;CLF;5 dormitorios;3 baños;283 m² útiles;5 dormitorios | 3 baños | 283 m² útiles;Avenida Campos De Deportes, 360, Metro Ñuñoa, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Remodelada (125423);23500;CLF;4 dormitorios;5 baños;221 m² útiles;4 dormitorios | 5 baños | 221 m² útiles;Luis Pereira 1 - 300, Parque Botánico, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Atractiva Y Sólida Casa En Barrio Tranquilo (132479);10900;CLF;5 dormitorios;3 baños;144 m² útiles;5 dormitorios | 3 baños | 144 m² útiles;Alcalde Jorge Monckeberg 600 - 900, Ñuñoa, Chile, Villa Frei, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Oferta Especial!  Venta Amplia Casa 6d/3b En Ñuñoa;15500;CLF;6 dormitorios;3 baños;194 m² útiles;6 dormitorios | 3 baños | 194 m² útiles;Duble Almeyda, 5000, Diagonal Oriente, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Casa Para Remodelación En Venta En Villa Frei, Ñuñoa! ;6351;CLF;7 dormitorios;2 baños;104 m² útiles;7 dormitorios | 2 baños | 104 m² útiles;PEDRO LOBOS, Villa Frei, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Casa Ñuñoa Vicente Reyes Con Pedro Torres (126658);11300;CLF;3 dormitorios;3 baños;135 m² útiles;3 dormitorios | 3 baños | 135 m² útiles;Vicente Reyes 3900 - 4200, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Casa En Ñuñoa, Con Excelente Conectividad (132326);6890;CLF;5 dormitorios;2 baños;94 m² útiles;5 dormitorios | 2 baños | 94 m² útiles;Rossemblut 4800 - 5100, Ñuñoa, Chile, Metro Simón Bolivar, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Casa En Condominio En Ñuñoa, 3d +mansarda, A Pasos Del Metro;8130;CLF;3 dormitorios;2 baños;170 m² útiles;3 dormitorios | 2 baños | 170 m² útiles;Rosita Renard 1200, Ñuñoa, Metro Simón Bolivar, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Se Vende Casa  Con Amplio Terreno Ideal Comercial;12000;CLF;2 dormitorios;1 baño;120 m² útiles;2 dormitorios | 1 baño | 120 m² útiles;Avenida Simón Bolívar, 4800, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Rebajada!!! Hermosa Casa 5dorm 3baños Amplio Terreno Ñuñoa;19500;CLF;5 dormitorios;3 baños;233 m² útiles;5 dormitorios | 3 baños | 233 m² útiles;Carmen Covarrubias, 150, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Vendo Propiedad En Barrio Italia  (josé Manuel Infante) Stgo;13500;CLF;7 dormitorios;5 baños;200 m² útiles;7 dormitorios | 5 baños | 200 m² útiles;José Manuel Infante 1800 - 2100, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Se Vende Hermosa Casa En Ñuñoa (131784);205000000;CLP;6 dormitorios;2 baños;180 m² útiles;6 dormitorios | 2 baños | 180 m² útiles;Ramón Cruz Montt 1 - 300, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Venta Casa O 2d Wi Clóset Suite 2b 1e 1bd 57,61m2 Metro Mon;6694;CLF;2 dormitorios;2 baños;57 m² útiles;2 dormitorios | 2 baños | 57 m² útiles;Manuel Montt 2648, Metro Monseñor Eyzaguirre, Metro Monseñor Eyzaguirre, Ñuñoa;
2025-11-29 18:13:24;Ñuñoa;casa;Se Vende Casa En Villa Frei, Comuna Ñuñoa;6300;CLF;4 dormitorios;1 baño;90 m² útiles;4 dormitorios | 1 baño | 90 m² útiles;El Grumete, 934, Villa Frei, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Venta Cómoda Casa 3d+3b+1e+sala Multiuso, Villa Frei Ñuñoa;6700;CLF;3 dormitorios;3 baños;84 m² útiles;3 dormitorios | 3 baños | 84 m² útiles;Curamilla 4962-LL, Ñuñoa, Villa Frei, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Casa En Venta En Rodrigo De Araya;159000000;CLP;7 dormitorios;2 baños;140 m² útiles;7 dormitorios | 2 baños | 140 m² útiles;Av. Rodrigo De Araya 3690, Ñuñoa, Santiago, Juan Gómez Millas, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Acogedora Propiedad En Villa Frei Comuna Ñuñoa;310000000;CLP;3 dormitorios;2 baños;70 m² útiles;3 dormitorios | 2 baños | 70 m² útiles;Juan Moya Morales, 0000, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Conoce Aqui Tu Nuevo Hogar (131540);17700;CLF;4 dormitorios;2 baños;180 m² útiles;4 dormitorios | 2 baños | 180 m² útiles;García Moreno 1500 - 1800, Ñuñoa, Chile, Parque Botánico, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Venta Casa La Giralda Los Adoquines Ñuñoa  (70409);10300;CLF;5 dormitorios;4 baños;121 m² útiles;5 dormitorios | 4 baños | 121 m² útiles;La Giralda, Ñuñoa, Chile, Amapolas, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Una Inversión Con Visión, Barrio Italia Ñuñoa;10600;CLF;8 dormitorios;3 baños;101 m² útiles;8 dormitorios | 3 baños | 101 m² útiles;MUJICA, 300 - 600, Metro Irarrázaval, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Venta Casa P 3d 2b 1e Estadio Nacional - Ñuñoa;6900;CLF;3 dormitorios;2 baños;120 m² útiles;3 dormitorios | 2 baños | 120 m² útiles;Los Alerces, Estadio Nacional, Estadio Nacional, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Casa En Ñuñoa, Barrio Los Adoquines (119809);10300;CLF;5 dormitorios;4 baños;;5 dormitorios | 4 baños;La Giralda, Ñuñoa, Chile, Amapolas, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Townhouse Condominio 3 Casas-rooftop (126592);9300;CLF;3 dormitorios;3 baños;1.156 m² útiles;3 dormitorios | 3 baños | 1.156 m² útiles;Heriberto Covarrubias 1 - 300, Metro Simón Bolivar, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Casa 2 Pisos, Condominio, Exequiel Fernández (132804);6750;CLF;4 dormitorios;3 baños;90 m² útiles;4 dormitorios | 3 baños | 90 m² útiles;Exequiel Fernández 1200 - 1500, Santiago, Ñuñoa, Chile, Estadio Nacional, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Venta Casa Ñuñoa (67494);13000;CLF;5 dormitorios;3 baños;177 m² útiles;5 dormitorios | 3 baños | 177 m² útiles;Juan Moya Morales 1 - 300, Ñuñoa, Chile, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Vive En Emilia Tellez, Ñuñoa! (126720);13800;CLF;3 dormitorios;2 baños;180 m² útiles;3 dormitorios | 2 baños | 180 m² útiles;Emilia Téllez 1 - 300, Parque Botánico, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Venta Casa 4d 3b 2e Plaza Egaña - Ñuñoa;8750;CLF;4 dormitorios;3 baños;153 m² útiles;4 dormitorios | 3 baños | 153 m² útiles;Avenida Ossa  498-a, Plaza Egaña, Plaza Egaña, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Vendo Casa En Condominio A Una Cuadra De Metro;7490;CLF;3 dormitorios;2 baños;100 m² útiles;3 dormitorios | 2 baños | 100 m² útiles;Avenida Echeñique, 5519, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Imperdible Casa 6d/4b/piscina/quincho, Metro Mons.eyzaguirre;13600;CLF;6 dormitorios;4 baños;176 m² útiles;6 dormitorios | 4 baños | 176 m² útiles;IMPERDIBLE CASA 6D/4B/PISCINA/QUINCHO, METRO MONS.EYZAGUIRRE, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Avenida Maraton Con Carlos Dittborn (132566);129900000;CLP;2 dormitorios;2 baños;86 m² útiles;2 dormitorios | 2 baños | 86 m² útiles;Calle Catorce 1500 - 1800, Ñuñoa, Chile, Estadio Nacional, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Casa En Venta En Ñuñoa;7000;CLF;4 dormitorios;2 baños;120 m² útiles;4 dormitorios | 2 baños | 120 m² útiles;Alcalde Eduardo Castillo Velasco 2905, Ñuñoa, Estadio Nacional, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Casa En Venta En Ñuñoa;11000;CLF;5 dormitorios;3 baños;147 m² útiles;5 dormitorios | 3 baños | 147 m² útiles;Carlos Aguirre Luco, Ñuñoa, Parque Botánico, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Ex Automora Con Casa La Reina;630000000;CLP;3 dormitorios;1 baño;85 m² útiles;3 dormitorios | 1 baño | 85 m² útiles;Av. Ossa 1500, Ñuñoa, Amapolas, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Casa En Venta En Manuel Montt Ñuñoa;14900;CLF;12 dormitorios;7 baños;544 m² útiles;12 dormitorios | 7 baños | 544 m² útiles;Carrera Pinto 1942, Ñuñoa, Chile, Metro Monseñor Eyzaguirre, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Casa En Venta En Ñuñoa;4700;CLF;2 dormitorios;2 baños;62 m² útiles;2 dormitorios | 2 baños | 62 m² útiles;Julio Prado 2075, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Casa En Venta En Plaza Egaña;370000000;CLP;3 dormitorios;2 baños;132 m² útiles;3 dormitorios | 2 baños | 132 m² útiles;Estrella Solitaria 5443, Ñuñoa, Plaza Egaña, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Vendo Casa Recién Remodelada, Con Piscina En Ñuñoa.;450000000;CLP;5 dormitorios;2 baños;144 m² útiles;5 dormitorios | 2 baños | 144 m² útiles;Av. Simón Bolívar, Ñuñoa, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Vespucio Edo. Castillo Velasco;7990;CLF;3 dormitorios;1 baño;200 m² útiles;3 dormitorios | 1 baño | 200 m² útiles;Vespucio Edo. Castillo Velasco, Villa Frei, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Casa En Venta Con Giro Comercial Y Habitacional En Ñuñoa;12350;CLF;4 dormitorios;2 baños;227 m² útiles;4 dormitorios | 2 baños | 227 m² útiles;Simón Bolívar Con Suecia, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Casa En Venta 5 Dormitorios  Metro Simón Bolivar ;9700;CLF;5 dormitorios;2 baños;190 m² útiles;5 dormitorios | 2 baños | 190 m² útiles;Pucará 4827, Ñuñoa, Metro Simón Bolivar, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Venta Casa Comercial Barrio Italia / Condell / Ñuñoa;11490;CLF;5 dormitorios;3 baños;239 m² útiles;5 dormitorios | 3 baños | 239 m² útiles;Mujica 0295, Metro Irarrázaval, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Venta De Casa En Tranquilo Condominio En Ñuñoa;5600;CLF;4 dormitorios;2 baños;124 m² útiles;4 dormitorios | 2 baños | 124 m² útiles;José Pedro Alessandri, Estadio Nacional, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Casa En Venta De 6 Dorm. En Ñuñoa;10250;CLF;6 dormitorios;3 baños;164 m² útiles;6 dormitorios | 3 baños | 164 m² útiles;Metro Plaza Egaña, Diagonal Oriente, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Gran Casa Ideal Para Remodelar A Tu Gusto;16000;CLF;6 dormitorios;2 baños;240 m² útiles;6 dormitorios | 2 baños | 240 m² útiles;Hamburgo, 400, Plaza Egaña, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Esquina Av. Salvador Con José Domingo Cañas;14500;CLF;6 dormitorios;4 baños;350 m² útiles;6 dormitorios | 4 baños | 350 m² útiles;Esquina Av. Salvador Con José Domingo Cañas, Estadio Nacional, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Vendo Linda Casa De 2 Pisos En Ñuñoa;19990;CLF;6 dormitorios;4 baños;215 m² útiles;6 dormitorios | 4 baños | 215 m² útiles;Parque Botánico, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Casa En Venta, 5 Dorm, Amplio Terreno, Ñuñoa;15500;CLF;5 dormitorios;3 baños;210 m² útiles;5 dormitorios | 3 baños | 210 m² útiles;Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Casa En Venta De 5 Dorm. En Providencia;30300;CLF;5 dormitorios;3 baños;333 m² útiles;5 dormitorios | 3 baños | 333 m² útiles;Ricardo Lyon, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Oficinas Jardin Infantil Clinicas, Notarias Cultos, Ñuñoa;744900000;CLP;4 dormitorios;4 baños;231 m² útiles;4 dormitorios | 4 baños | 231 m² útiles;OFICINAS JARDIN INFANTIL CLINICAS, NOTARIAS CULTOS, ÑUÑOA, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Casa En Venta De 4 Dorm A Paso De Metro Principe De Gales;9600;CLF;4 dormitorios;2 baños;134 m² útiles;4 dormitorios | 2 baños | 134 m² útiles;Amapolas / Celerino Pareira, Amapolas, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Impecable Casa Remodelada, Amplios Espacios, Barrio Consolid;14057;CLF;5 dormitorios;3 baños;177 m² útiles;5 dormitorios | 3 baños | 177 m² útiles;IMPECABLE CASA REMODELADA, AMPLIOS ESPACIOS, BARRIO CONSOLID, Diego De Almagro, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Rebajada Vende Gran Casa Barrio Suarez Mujica (65145);15250;CLF;5 dormitorios;4 baños;250 m² útiles;5 dormitorios | 4 baños | 250 m² útiles;General Pedro Pablo Dartnell 1500 - 1800, Ñuñoa, Chile, Estadio Nacional, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Amplia Casa En Pasaje !! 7d-3b-1e, Ñuñoa;7800;CLF;7 dormitorios;3 baños;170 m² útiles;7 dormitorios | 3 baños | 170 m² útiles;Exequiel Fernández, Estadio Nacional, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Venta Casa 5hab 2ba Ñuñoa;6890;CLF;5 dormitorios;2 baños;94 m² útiles;5 dormitorios | 2 baños | 94 m² útiles;Rossemblut, 4900, Metro Simón Bolivar, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Hermosa Casa Ubicada A Pasos Del Estadio Nacional, Ñuñoa;28000;CLF;6 dormitorios;4 baños;364 m² útiles;6 dormitorios | 4 baños | 364 m² útiles;HERMOSA CASA UBICADA A PASOS DEL ESTADIO NACIONAL, ÑUÑOA, Estadio Nacional, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Remodelada Casa En Venta De 4d+4b Cerca De Plaza Ñuñoa;16450;CLF;4 dormitorios;4 baños;202 m² útiles;4 dormitorios | 4 baños | 202 m² útiles;Julio Zegers Con Pedro Torres, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Remodelada En Barrio Seguro. Metro Cerca. Gran Potencial ;13500;CLF;4 dormitorios;4 baños;155 m² útiles;4 dormitorios | 4 baños | 155 m² útiles;Alcalde Eduardo Castillo Velasco 2011, 7.7502e+06 - 7.7505e+06 Ñuñoa, Región Metropolitana, Chile, Estadio Nacional, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Casa Amplia Cerca A Plaza Zañartu Ñuñoa 5d-2b;6200;CLF;5 dormitorios;2 baños;115 m² útiles;5 dormitorios | 2 baños | 115 m² útiles;Nelson, 1939, Estadio Nacional, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Syk Vende Preciosa Casa Impecable/ Metro Principe De Gales ;13700;CLF;4 dormitorios;2 baños;130 m² útiles;4 dormitorios | 2 baños | 130 m² útiles;La Verbena 5100 - 5400, Ñuñoa, Amapolas, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Metro Príncipe De Gales / Amplia Y Luminosa (121905);9990;CLF;4 dormitorios;2 baños;113 m² útiles;4 dormitorios | 2 baños | 113 m² útiles;Amapolas 5400 - 5700, Amapolas, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Venta Casa Ñuñoa (127209);12900;CLF;4 dormitorios;3 baños;192 m² útiles;4 dormitorios | 3 baños | 192 m² útiles;General Pedro Pablo Dartnell 1200 - 1500, Ñuñoa, Chile, Estadio Nacional, Ñuñoa;
2025-11-29 18:13:38;Ñuñoa;casa;Casa En Venta ,sólida, Con Piscina;23000;CLF;5 dormitorios;4 baños;195 m² útiles;5 dormitorios | 4 baños | 195 m² útiles;Ortúzar 898, Ñuñoa, Chile, Parque Botánico, Ñuñoa;
2025-11-29 18:13:46;Ñuñoa;casa;Casa En Venta En Plaza Egaña, Ñuñoa;10800;CLF;5 dormitorios;3 baños;155 m² útiles;5 dormitorios | 3 baños | 155 m² útiles;Av. Ossa 398, Ñuñoa, Plaza Egaña, Ñuñoa;
2025-11-29 18:13:46;Ñuñoa;casa;Casa En Venta En Ñuñoa;15569;CLF;5 dormitorios;3 baños;138 m² útiles;5 dormitorios | 3 baños | 138 m² útiles;Brown Norte /García Moreno, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:13:46;Ñuñoa;casa;Sector Tobalaba Montenegro;15400;CLF;5 dormitorios;3 baños;588 m² útiles;5 dormitorios | 3 baños | 588 m² útiles;Sector Tobalaba Montenegro, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:13:46;Ñuñoa;casa;Casa En Venta En Emilia Tellez Con Patio Y Quincho;11998;CLF;4 dormitorios;3 baños;85 m² útiles;4 dormitorios | 3 baños | 85 m² útiles;A PASOS DE EMILIA TELLEZ, Metro Simón Bolivar, Ñuñoa;
