Unnamed: 0,id,link,titulo,precio,direction,superficie_total,superficie_util,superficie_terraza,ambientes,dormitorios,banos,estacionamientos,cant_max_habitantes,bodegas,gastos_comunes,orientacion,tipo_departamento,cantidad_pisos,departamentos_piso,numero_piso_unidad,codigo,fecha,published_time,latitude,longitude,comuna_left,published,divisa,region,grid_id,x_utm,y_utm,comuna_right,zona_utm,crs_epsg,fecha_creacion,procesado,dist_educacion_basica_m,dist_educacion_superior_m,dist_educacion_parvularia_m,dist_salud_m,dist_salud_clinicas_m,dist_transporte_metro_m,dist_transporte_carga_m,dist_seguridad_pdi_m,dist_seguridad_cuarteles_m,dist_seguridad_bomberos_m,dist_areas_verdes_m,dist_ocio_m,dist_turismo_m,dist_servicios_publicos_m,dist_servicios_sernam_m,dist_comercio_m,dist_puntos_interes_m,dist_educacion_min_m,dist_salud_min_m,dist_seguridad_min_m,dist_transporte_min_m,distancias_calculadas,fecha_distancias,dens_educacion_300m_km2,dens_educacion_600m_km2,dens_educacion_1000m_km2,dens_salud_300m_km2,dens_salud_600m_km2,dens_salud_1000m_km2,dens_comercio_300m_km2,dens_comercio_600m_km2,dens_comercio_1000m_km2,dens_seguridad_300m_km2,dens_seguridad_600m_km2,dens_seguridad_1000m_km2,dens_transporte_300m_km2,dens_transporte_600m_km2,dens_transporte_1000m_km2,dens_recreacion_300m_km2,dens_recreacion_600m_km2,dens_recreacion_1000m_km2,dens_total_300m_km2,dens_total_600m_km2,dens_total_1000m_km2,diversidad_servicios_300m,diversidad_servicios_600m,diversidad_servicios_1000m,dens_norm_educacion_300m_km2,dens_norm_educacion_600m_km2,dens_norm_educacion_1000m_km2,dens_norm_salud_300m_km2,dens_norm_salud_600m_km2,dens_norm_salud_1000m_km2,dens_norm_comercio_300m_km2,dens_norm_comercio_600m_km2,dens_norm_comercio_1000m_km2,dens_norm_seguridad_300m_km2,dens_norm_seguridad_600m_km2,dens_norm_seguridad_1000m_km2,dens_norm_transporte_300m_km2,dens_norm_transporte_600m_km2,dens_norm_transporte_1000m_km2,dens_norm_recreacion_300m_km2,dens_norm_recreacion_600m_km2,dens_norm_recreacion_1000m_km2,dens_norm_total_300m_km2,dens_norm_total_600m_km2,dens_norm_total_1000m_km2,div_norm_servicios_300m,div_norm_servicios_600m,div_norm_servicios_1000m,densidades_calculadas,fecha_densidades,dist_to_grid
1741,1742,https://www.portalinmobiliario.com/mlc-1286830346-arriendo-depto3-dormitorios-servicios-pasos-mall-sport-_jm#position=47&search_layout=stack&type=item&tracking_id=4f40157e-9de8-49b2-8c94-e601ff23785e,arriendo depto3 dormitorios + servicios pasos mall sport,69.0,"calle san josé de la sierra & av. las condes, las condes, región metropolitana, chile, las condes",268.0,220.0,16.0,0,3,3,2.0,0,1.0,500000.0,,departamento,12,2,12,,2023-02-11 00:00:00.000000,02_11_2023,-33.3696273,-70.5044311,Las condes,2023-02-12 17:56:38.678104,undefined,Rm (metropolitana),GRID_0042_0103,357599.8451130898,6300891.179614866,La Reina,19S,32719.0,2025-10-10 11:53:43,False,61.042506763750495,3499.850875791366,61.042506763750495,2024.3220646262641,6949.679819137285,3384.948374211937,2186.7162457956156,2184.964375935965,2468.744914555194,7719.842371823262,74.90108555595386,432.26473143993104,3246.444186451912,3502.2534290021167,5259.58568656857,2012.5598338328587,2024.3220646262641,61.042506763750495,2024.3220646262641,2184.964375935965,2186.7162457956156,True,2025-10-10 11:54:16,7.084928637072259,3.5424643185340274,1.5941089433403457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.797250229752905,32.76779494643976,18.810485531416077,31.882178866825164,36.31025926497379,20.404594474756422,2.0,2.0,2.0,0.3703703703703704,0.27972027972027974,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.121212121212121,3.9784946236559144,3.2777777777777777,0.8256880733944955,1.64,1.1208406304728544,3.333333333333333,3.333333333333333,3.333333333333333,True,2025-10-10 11:55:26,6324.656844975015
1742,1743,https://www.portalinmobiliario.com/mlc-1303031426-oportunidad-depto-2d2b-estacionamiento-full-electric-_jm#position=48&search_layout=stack&type=item&tracking_id=4f40157e-9de8-49b2-8c94-e601ff23785e,"¡¡oportunidad!!! depto 2d2b + estacionamiento, full electric",420000.0,"san diego 255, santiago, chile, bulnes, santiago",42.0,42.0,0.0,0,2,2,1.0,4,,65000.0,,,0,0,11,,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4485648,-70.6509953,Santiago,2023-02-12 17:56:38.678105,pesos,Rm (metropolitana),GRID_0026_0048,346599.8451130898,6297691.179614866,Santiago,19S,32719.0,2025-10-10 11:53:43,False,483.9828428190045,24.132826340591937,583.0746565836096,192.12881205914562,684.1160454033337,2060.5080819657264,424.2998160805051,281.3615061930523,1103.7378667679216,1441.8903868859331,179.53427013396893,214.4737964267406,468.5706035277381,1364.8775478688206,1842.0764845865529,23.336629872617895,179.28579707615165,24.132826340591937,192.12881205914562,281.3615061930523,424.2998160805051,True,2025-10-10 11:54:16,46.052036140969676,25.6828663093717,34.75157496481953,7.084928637072259,7.084928637068055,9.564653660042074,106.27392955608387,96.53215268005225,98.51593269843336,3.5424643185361293,0.8856160796335069,0.31882178866806915,0.0,1.7712321592670137,1.5941089433403457,46.052036140969676,27.454098468638712,27.737495614122015,209.0053947936316,159.41089433403124,172.4825876694254,5.0,6.0,6.0,2.4074074074074074,2.0279720279720284,4.844444444444444,1.5384615384615385,2.7586206896551726,7.6923076923076925,2.884615384615385,5.797872340425531,10.0,2.5,1.4285714285714284,1.1111111111111112,0.0,3.333333333333334,5.0,3.9393939393939394,3.333333333333333,4.833333333333333,5.412844036697248,7.2,9.47460595446585,8.333333333333334,10.0,10.0,True,2025-10-10 11:55:26,90.00721853986911
1743,1744,https://www.portalinmobiliario.com/mlc-1300920435-arriendo-de-hermoso-departamento-san-miguel-_jm#position=49&search_layout=stack&type=item&tracking_id=4f40157e-9de8-49b2-8c94-e601ff23785e,arriendo de hermoso departamento san miguel,535000.0,"ventura blanco viel 1140, san miguel, chile, lo vial, san miguel",76.0,69.0,0.0,0,3,2,1.0,0,1.0,0.0,,,0,0,0,,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4964026,-70.6537215,San miguel,2023-02-12 17:56:38.678106,pesos,Rm (metropolitana),GRID_0008_0047,346399.8451130898,6294091.179614866,Santiago,19S,32719.0,2025-10-10 11:53:43,False,230.08410703468965,434.57208507574865,230.08332367945627,773.2904733140299,2115.0880337548747,336.29263205651324,994.5680042231545,1173.8931388896322,1944.2258824982716,5040.85871806778,127.58126680465068,120.19068279422052,1364.221672262475,1120.0491174268818,5270.253520396969,1168.9012411512006,773.9828271056257,230.08332367945627,773.2904733140299,1173.8931388896322,336.29263205651324,True,2025-10-10 11:54:16,14.169857274144517,6.199312557434548,5.738792196025244,0.0,0.0,0.31882178866806915,0.0,0.0,3.1882178866806914,0.0,0.0,0.0,0.0,0.0,0.31882178866806915,24.797250229752905,33.65341102607326,21.04223805209256,38.967107503897424,39.8527235835078,30.606891712134633,2.0,2.0,5.0,0.7407407407407408,0.48951048951048953,0.8,0.0,0.0,0.25641025641025644,0.0,0.0,0.3236245954692557,0.0,0.0,0.0,0.0,0.0,1.0,2.121212121212121,4.086021505376343,3.6666666666666665,1.0091743119266057,1.8,1.6812609457092818,3.333333333333333,3.333333333333333,8.333333333333334,True,2025-10-10 11:55:26,1635.4172623486277
1744,1745,https://www.portalinmobiliario.com/mlc-1245124140-san-diego-1d-1b-50-de-descuesto-los-2-primeros-meses-_jm#position=50&search_layout=stack&type=item&tracking_id=4f40157e-9de8-49b2-8c94-e601ff23785e,san diego 1d 1b 50% de descuesto los 2 primeros meses ,310000.0,"san diego 300 - 600, santiago, chile, parque almagro, santiago",50.0,50.0,205.0,0,1,1,,2,,32000.0,,departamento,20,12,15,314387627,2023-02-11 00:00:00.000000,corredora con identidad verificada,,,Santiago,2023-02-12 17:56:38.678107,pesos,Rm (metropolitana),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,1746,https://www.portalinmobiliario.com/mlc-1306289564-lujoso-penthoue-laguna-la-piramide-_jm#position=1&search_layout=stack&type=item&tracking_id=0a31de12-41e6-463d-a65c-461b2824c0ba,lujoso penthoue - laguna la piramide,45.0,"la rinconada 4500 - 4800, huechuraba, chile, ciudad empresarial, huechuraba",194.0,164.0,0.0,0,3,3,2.0,0,,180000.0,,,0,0,0,,2023-02-11 00:00:00.000000,particular con identidad verificada,-33.3951882,-70.6129656,Huechuraba,2023-02-12 17:56:38.678107,undefined,Rm (metropolitana),GRID_0038_0074,351799.8451130898,6300091.179614866,La Reina,19S,32719.0,2025-10-10 11:53:43,False,527.4868960704683,1186.60092032324,527.4857891732407,2898.571873062344,1272.7326714869964,1573.6598026259096,1893.972371608122,2803.328869111281,3261.534226008495,3806.730821869619,31.44419365495421,29.69714721317701,4017.3444380561696,2872.9639299691225,4040.0208836294128,798.5370520168933,269.1817350334195,527.4857891732407,1272.7326714869964,2803.328869111281,1573.6598026259096,True,2025-10-10 11:54:16,0.0,1.7712321592670137,2.869396098012622,0.0,0.0,0.0,3.5424643185361293,0.8856160796335069,0.6376435773361383,0.0,0.0,0.0,0.0,0.0,0.0,46.052036140969676,34.539027105706765,19.766950897420287,49.5945004595058,37.19587534460729,23.273990572769048,2.0,3.0,3.0,0.0,0.13986013986013987,0.4,0.0,0.0,0.0,0.09615384615384616,0.05319148936170213,0.06472491909385114,0.0,0.0,0.0,0.0,0.0,0.0,3.9393939393939394,4.193548387096774,3.444444444444445,1.2844036697247705,1.68,1.2784588441331,3.333333333333333,5.0,5.0,True,2025-10-10 11:55:26,4071.433233776928
1746,1747,https://www.portalinmobiliario.com/mlc-1287655689-departamento-estudio-metro-republica-parque-ohiggins-_jm#position=2&search_layout=stack&type=item&tracking_id=0a31de12-41e6-463d-a65c-461b2824c0ba,departamento estudio  - metro republica/ parque o´higgins,325000.0,"av. almte. blanco encalada 2400 - 2700, santiago, chile, barrio república, santiago",0.0,32.0,0.0,0,0,0,,0,,45000.0,,,0,0,0,,2023-02-11 00:00:00.000000,particular con identidad verificada,,,Santiago,2023-02-12 17:56:38.678108,pesos,Rm (metropolitana),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,1748,https://www.portalinmobiliario.com/mlc-1292796098-excelente-departamento-central-en-quilpue-_jm#position=3&search_layout=stack&type=item&tracking_id=0a31de12-41e6-463d-a65c-461b2824c0ba,excelente departamento central en quilpue,700000.0,"buenos aires 1031, quilpué, chile, centro de quilpué, quilpué",8394.0,71.0,1239.0,0,2,2,1.0,5,1.0,110.0,,departamento,14,4,1,,2023-02-11 00:00:00.000000,particular con identidad verificada,,,Quilpué,2023-02-12 17:56:38.678109,pesos,Valparaíso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,1749,https://www.portalinmobiliario.com/mlc-1299902220-se-arrienda-departamento-directo-dueno-san-miguel-_jm#position=4&search_layout=stack&type=item&tracking_id=0a31de12-41e6-463d-a65c-461b2824c0ba,se arrienda departamento directo dueño san miguel.,490000.0,"san nicolás 1141, san miguel, chile, lo vial, san miguel",0.0,48.0,0.0,0,0,0,,0,,120.0,,,0,0,0,,2023-02-11 00:00:00.000000,02_11_2023,,,San miguel,2023-02-12 17:56:38.678110,pesos,Rm (metropolitana),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,1750,https://www.portalinmobiliario.com/mlc-1266652913-arriendo-departamento-en-teatinos-remodelado-_jm#position=5&search_layout=stack&type=item&tracking_id=0a31de12-41e6-463d-a65c-461b2824c0ba,arriendo departamento en teatinos remodelado,350000.0,"avenida san pablo 1353, santiago, chile, centro histórico de santiago, santiago",0.0,45.0,0.0,0,0,0,,0,,90000.0,,,0,0,0,,2023-02-11 00:00:00.000000,particular con identidad verificada,,,Santiago,2023-02-12 17:56:38.678111,pesos,Rm (metropolitana),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,1751,https://www.portalinmobiliario.com/mlc-1282233901-departamento-amoblado-carretera-el-cobre-_jm#position=6&search_layout=stack&type=item&tracking_id=0a31de12-41e6-463d-a65c-461b2824c0ba,departamento amoblado carretera el cobre,950000.0,"javiera carrera 900, rancagua, chile, san damián, rancagua",140.0,120.0,20.0,0,3,2,2.0,4,1.0,120000.0,,departamento,1,2,1,,2023-02-11 00:00:00.000000,02_11_2023,-34.1881254,-70.724978,Rancagua,2023-02-12 17:56:38.678112,pesos,Libertador b. o'higgins,GRID_0003_0018,340599.8451130898,6293091.179614866,Estación Central,19S,32719.0,2025-10-10 11:53:43,False,1583.4016758281914,3012.818227487914,1044.1284704310515,4736.71699546655,3516.437121877663,3416.6466942335105,4309.771482702482,1129.183396213522,2700.968988371002,8454.976645381834,202.7052889936295,1074.5244056238596,4774.293922206458,4634.29569064075,3326.543597742792,2166.6599400853393,2095.563754996027,1044.1284704310515,3516.437121877663,1129.183396213522,3416.6466942335105,True,2025-10-10 11:54:16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.084928637072259,1.7712321592670137,1.5941089433403457,7.084928637072259,1.7712321592670137,1.5941089433403457,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6060606060606062,0.2150537634408602,0.2777777777777778,0.1834862385321101,0.08,0.08756567425569177,1.6666666666666665,1.6666666666666665,1.6666666666666665,True,2025-10-10 11:55:26,77452.50903641418
1751,1752,https://www.portalinmobiliario.com/mlc-1320279294-espectacular-departamento-duplex-totalmente-amoblado-_jm#position=7&search_layout=stack&type=item&tracking_id=0a31de12-41e6-463d-a65c-461b2824c0ba,espectacular departamento duplex totalmente amoblado,85.0,"los trapenses, lo barnechea, chile, los trapenses, lo barnechea",244.0,188.0,0.0,0,4,4,3.0,0,2.0,400000.0,,,2,1,2,,2023-02-11 00:00:00.000000,particular con identidad verificada,,,Lo barnechea,2023-02-12 17:56:38.678113,undefined,Rm (metropolitana),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,1753,https://www.portalinmobiliario.com/mlc-1289118010-excelente-departamento-1-ambiente-impecable-se-arrienda-_jm#position=8&search_layout=stack&type=item&tracking_id=0a31de12-41e6-463d-a65c-461b2824c0ba,excelente departamento 1 ambiente impecable se arrienda,260000.0,"rodulfo phillippi 1 - 300, santiago, región metropolitana, chile, meiggs, santiago",0.0,28.0,0.0,0,0,0,,0,,0.0,,,0,0,0,,2023-02-11 00:00:00.000000,particular con identidad verificada,-33.4509239,-70.6733998,Santiago,2023-02-12 17:56:38.678113,pesos,Rm (metropolitana),GRID_0025_0037,344399.8451130898,6297491.179614866,Estación Central,19S,32719.0,2025-10-10 11:53:43,False,133.57090979931465,188.5485057016888,133.57090979931465,166.66135433761926,2576.8897043890593,902.2329886324364,517.269866107708,1172.987203496706,704.2803479087186,2677.632077835747,119.97988544184844,43.97678185950021,490.45306342937465,1511.723112464013,2509.8416814129046,409.1228631732611,166.66135433761926,133.57090979931465,166.66135433761926,704.2803479087186,517.269866107708,True,2025-10-10 11:54:16,14.169857274144517,22.14040199083767,33.79510959881533,3.5424643185361293,1.7712321592670137,0.9564653660042074,7.084928637072259,9.741776875968576,15.622267644735388,0.0,0.0,0.31882178866806915,0.0,0.8856160796335069,0.6376435773361383,28.339714548289034,12.398625114869096,20.085772686088355,53.13696477804194,46.93765222057586,71.41608066164748,4.0,5.0,6.0,0.7407407407407408,1.7482517482517481,4.711111111111111,0.7692307692307693,0.6896551724137931,0.7692307692307693,0.19230769230769232,0.5851063829787233,1.5857605177993528,0.0,0.0,1.1111111111111112,0.0,1.666666666666667,2.0,2.4242424242424248,1.5053763440860215,3.5,1.3761467889908259,2.12,3.9229422066549913,6.666666666666666,8.333333333333334,10.0,True,2025-10-10 11:55:26,72.66736368279307
1753,1754,https://www.portalinmobiliario.com/mlc-1241657549-la-florida-1-dormitorio-amoblado-50-descuento-por-3-meses-_jm#position=9&search_layout=stack&type=item&tracking_id=0a31de12-41e6-463d-a65c-461b2824c0ba,la florida 1 dormitorio amoblado 50% descuento por 3 meses,360000.0,"froilán lagos sepúlveda, la florida, chile, plaza vespucio, la florida",3085.0,30.0,21.0,0,1,1,,2,,45000.0,,departamento,20,12,8,1171583416,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.5138338,-70.5983044,La florida,2023-02-12 17:56:38.678114,pesos,Rm (metropolitana),GRID_0009_0070,350999.8451130898,6294291.179614866,Ñuñoa,19S,32719.0,2025-10-10 11:53:43,False,455.03888157719393,1341.0398177584668,455.0396274127699,2884.540971965311,3713.7466036552373,2131.9058702345287,3659.5746197271837,1121.1013390125295,1432.9035719701542,2052.7025690023834,422.6614707193292,698.5253323364309,3770.4738825991403,3059.4594233686294,2504.59370492813,2842.6064869845104,2884.540971965311,455.03888157719393,2884.540971965311,1121.1013390125295,2131.9058702345287,True,2025-10-10 11:54:16,0.0,6.199312557434548,3.1882178866806914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5424643185340274,7.651722928033659,0.0,9.741776875968576,10.83994081471435,0.0,2.0,2.0,0.0,0.48951048951048953,0.4444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4301075268817204,1.3333333333333333,0.0,0.44,0.595446584938704,0.0,3.333333333333333,3.333333333333333,True,2025-10-10 11:55:26,3729.345348074659
1754,1755,https://www.portalinmobiliario.com/mlc-1303989032-luminoso-y-comodo-dpto-de-2-dorms-con-conexion-de-lavadora-_jm#position=10&search_layout=stack&type=item&tracking_id=0a31de12-41e6-463d-a65c-461b2824c0ba,luminoso y cómodo dpto de 2 dorms con conexión de lavadora,370000.0,"san francisco 294, santiago, chile, bulnes, santiago",0.0,52.0,0.0,0,0,0,,0,,80000.0,,,0,0,0,,2023-02-11 00:00:00.000000,particular con identidad verificada,-33.4484313,-70.6470865,Santiago,2023-02-12 17:56:38.678115,pesos,Rm (metropolitana),GRID_0026_0050,346999.8451130898,6297691.179614866,Santiago,19S,32719.0,2025-10-10 11:53:43,False,382.04831300046743,249.60256858252384,382.04831300046743,324.2994722234346,386.4872236335393,1816.7548733333704,449.02333430384505,136.99675217509417,1411.0794693461164,1518.3662200751933,286.10430948764514,275.4756459000949,504.78505635005496,1423.8157120080027,1950.593413692189,145.4542832551028,486.4178292950975,249.60256858252384,324.2994722234346,136.99675217509417,449.02333430384505,True,2025-10-10 11:54:16,3.5424643185361293,31.882178866806246,22.955168784100977,0.0,5.313696477801041,7.651722928033659,28.339714548289034,118.67255467088992,86.7195265177148,3.5424643185361293,0.8856160796335069,0.31882178866806915,0.0,2.6568482389005204,1.9129307320084148,14.169857274144517,19.48355375193715,25.8245648821136,49.59450045950581,178.8944480859684,145.38273563263954,4.0,6.0,6.0,0.1851851851851852,2.5174825174825175,3.2,0.0,2.068965517241379,6.153846153846154,0.7692307692307693,7.127659574468085,8.802588996763754,2.5,1.4285714285714284,1.1111111111111112,0.0,5.0,6.0,1.2121212121212124,2.365591397849462,4.5,1.2844036697247707,8.08,7.98598949211909,6.666666666666666,10.0,10.0,True,2025-10-10 11:55:26,129.43267245901492
1755,1756,https://www.portalinmobiliario.com/mlc-1300753311-a-estrenar-nuevo-sin-uso-metro-en-fray-camilo-henriquez-320-_jm#position=11&search_layout=stack&type=item&tracking_id=0a31de12-41e6-463d-a65c-461b2824c0ba,a estrenar nuevo sin uso. metro en fray camilo henríquez 320,380000.0,"fray camilo henríquez, santiago, chile, santa isabel, santiago",32.0,32.0,0.0,0,1,1,,0,1.0,60.0,,departamento,0,0,0,,2023-02-11 00:00:00.000000,02_11_2023,-33.4493374,-70.6340619,Santiago,2023-02-12 17:56:38.678116,pesos,Rm (metropolitana),GRID_0026_0056,348199.8451130898,6297691.179614866,Ñuñoa,19S,32719.0,2025-10-10 11:53:43,False,134.47580414944235,381.3464166222074,134.47580414944235,179.5275292055458,743.7427358174211,1544.4456648208677,454.00946062531324,1325.737360461878,1339.2037952341698,2214.6332088360646,285.8060684227438,120.00552245267556,932.9116737777982,2107.2096632784815,2638.0904717156936,168.1317019549041,179.5275292055458,134.47580414944235,179.5275292055458,1325.737360461878,454.00946062531324,True,2025-10-10 11:54:16,14.169857274144517,13.284241194502602,19.766950897420287,7.084928637072259,2.6568482389005204,1.9129307320084148,21.254785911216775,11.513009035235589,12.752871546722766,0.0,0.0,0.0,0.0,0.8856160796335069,1.5941089433403457,21.254785911216775,35.42464318534027,27.418673825453943,63.76435773365033,63.76435773361249,63.44553594494575,4.0,5.0,5.0,0.7407407407407408,1.048951048951049,2.7555555555555555,1.5384615384615385,1.0344827586206895,1.5384615384615385,0.576923076923077,0.6914893617021276,1.2944983818770228,0.0,0.0,0.0,0.0,1.666666666666667,5.0,1.8181818181818183,4.301075268817204,4.777777777777778,1.651376146788991,2.88,3.485113835376532,6.666666666666666,8.333333333333334,8.333333333333334,True,2025-10-10 11:55:26,77.81430129641518
1756,1757,https://www.portalinmobiliario.com/mlc-1289860679-arrienda-su-propia-duena-_jm#position=12&search_layout=stack&type=item&tracking_id=0a31de12-41e6-463d-a65c-461b2824c0ba,arrienda su propia dueña.,355000.0,"fuenzalida urrejola 125, la cisterna, chile, lo ovalle, la cisterna",41.0,44.0,3.0,0,2,1,,5,1.0,50000.0,,departamento,15,8,2,,2023-02-11 00:00:00.000000,particular con identidad verificada,-33.5170049,-70.6574391,La cisterna,2023-02-12 17:56:38.678117,pesos,Rm (metropolitana),GRID_0007_0042,345399.8451130898,6293891.179614866,Santiago,19S,32719.0,2025-10-10 11:53:43,False,158.03142271681523,1392.4384952967662,158.03072007673887,1660.7975173258997,2865.1596462408493,695.8832255421054,990.2569778366557,296.8121630388142,994.3069059056082,5357.246171625395,36.0351582236087,149.01381390772366,1621.737686776491,2138.7712183333097,4481.302808015851,684.0412295106839,1127.1406844242115,158.03072007673887,1660.7975173258997,296.8121630388142,695.8832255421054,True,2025-10-10 11:54:16,7.084928637072259,4.428080398167534,5.101148618689106,0.0,0.0,0.0,0.0,0.0,1.5941089433403457,3.5424643185361293,0.8856160796335069,0.6376435773361383,0.0,0.0,0.31882178866806915,17.712321592680645,20.36916983157066,16.897554799407665,28.33971454828903,25.6828663093717,24.549277727441325,3.0,3.0,5.0,0.3703703703703704,0.3496503496503497,0.7111111111111111,0.0,0.0,0.0,0.0,0.0,0.16181229773462785,2.5,1.4285714285714284,2.2222222222222223,0.0,0.0,1.0,1.5151515151515151,2.4731182795698925,2.9444444444444446,0.7339449541284403,1.16,1.3485113835376534,5.0,5.0,8.333333333333334,True,2025-10-10 11:55:26,3785.089805125257
1757,1758,https://www.portalinmobiliario.com/mlc-1288894434-departamento-5to-piso-metro-mirador-la-florida-1d-1b-_jm#position=13&search_layout=stack&type=item&tracking_id=0a31de12-41e6-463d-a65c-461b2824c0ba,departamento 5to piso - metro mirador - la florida (1d 1b),350000.0,"calle pudeto 6600 - 6900, la florida, chile, plaza vespucio, la florida",0.0,30.0,0.0,0,0,0,,0,,0.0,,,0,0,0,,2023-02-11 00:00:00.000000,02_11_2023,,,La florida,2023-02-12 17:56:38.678118,pesos,Rm (metropolitana),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,1759,https://www.portalinmobiliario.com/mlc-1295893917-precioso-departamento-1d-1b-con-estacionamiento-y-bodega-_jm#position=14&search_layout=stack&type=item&tracking_id=0a31de12-41e6-463d-a65c-461b2824c0ba,precioso departamento 1d / 1b con estacionamiento y bodega,350000.0,"presidente balmaceda 2610, santiago, chile, parque los reyes, santiago",39.0,33.0,6.0,0,1,1,1.0,2,1.0,65000.0,,departamento,30,6,18,,2023-02-11 00:00:00.000000,particular con identidad verificada,-33.4278878,-70.6744583,Santiago,2023-02-12 17:56:38.678119,pesos,Rm (metropolitana),GRID_0038_0037,344399.8451130898,6300091.179614866,Santiago,19S,32719.0,2025-10-10 11:53:43,False,299.3178579421737,1253.387412304385,194.62634280412047,974.6848827381282,2544.2876573019707,2669.300351947529,588.5123475057708,1491.7642592290647,694.1290222393789,2324.7175186591,48.01481251872358,339.3623611248123,116.53691652264354,2426.4270430116776,1429.5868015110111,1127.491422621845,1147.2767887022412,194.62634280412047,974.6848827381282,694.1290222393789,588.5123475057708,True,2025-10-10 11:54:16,14.169857274144517,6.199312557434548,7.0140793506975205,0.0,0.0,0.31882178866806915,0.0,0.0,0.0,0.0,0.0,0.31882178866806915,0.0,0.8856160796335069,0.9564653660042074,7.084928637072259,16.82670551303663,25.8245648821136,21.254785911216775,23.911634150104682,34.432753176151465,2.0,3.0,5.0,0.7407407407407408,0.48951048951048953,0.9777777777777776,0.0,0.0,0.25641025641025644,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,1.666666666666667,3.0,0.6060606060606062,2.0430107526881716,4.5,0.5504587155963303,1.08,1.891418563922942,3.333333333333333,5.0,8.333333333333334,True,2025-10-10 11:55:26,98.23316118365892
1759,1760,https://www.portalinmobiliario.com/mlc-1292869529-manuel-rodriguez-881-metro-santa-ana-entrega-inmediata-_jm#position=15&search_layout=stack&type=item&tracking_id=0a31de12-41e6-463d-a65c-461b2824c0ba,manuel rodriguez 881 - metro santa ana - entrega inmediata!,270000.0,"avenida manuel rodríguez 881, santiago, chile, centro histórico de santiago, santiago",33.0,33.0,0.0,0,0,1,,0,,0.0,,,0,0,0,,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4334243,-70.6600586,Santiago,2023-02-12 17:56:38.678119,pesos,Rm (metropolitana),GRID_0035_0043,345599.8451130898,6299491.179614866,Santiago,19S,32719.0,2025-10-10 11:53:43,False,117.09764212080186,275.85182004976,358.98519471181294,347.7399857523506,1482.0203023650033,2115.4493816363183,194.98538779725394,366.80366056538946,1032.3115546652325,985.330541054562,101.99418352205313,172.83563756882313,471.05156509792346,1085.5733856930767,685.7037861945549,628.760178052456,565.3755934139944,117.09764212080186,347.7399857523506,366.80366056538946,194.98538779725394,True,2025-10-10 11:54:16,10.627392955608387,7.084928637068055,15.941089433403457,0.0,0.8856160796335069,1.2752871546722766,0.0,0.8856160796335069,6.376435773361383,0.0,4.428080398167534,1.9129307320084148,3.5424643185361293,2.6568482389005204,1.2752871546722766,46.052036140969676,30.110946707539235,29.012782768794292,60.221893415114195,46.052036140942356,55.7938130169121,3.0,6.0,6.0,0.5555555555555556,0.5594405594405595,2.2222222222222223,0.0,0.3448275862068966,1.0256410256410258,0.0,0.05319148936170213,0.6472491909385114,0.0,7.142857142857142,6.666666666666668,3.333333333333334,5.0,4.0,3.9393939393939394,3.655913978494624,5.055555555555555,1.5596330275229358,2.08,3.0647985989492117,5.0,10.0,10.0,True,2025-10-10 11:55:26,99.55368764219115
