fecha_extraccion;comuna;tipo_propiedad;titulo;precio;moneda;dormitorios;banos;metros_utiles;caracteristicas_raw;ubicacion;url;latitud;longitud;direccion_geocoded
2025-11-29 18:04:22;La Reina;departamento;Departamento Seminuevo En La Reina;4400;CLF;2 dormitorios;1 baño;48 m² útiles;2 dormitorios | 1 baño | 48 m² útiles;C. Tres 1302, La Reina, Pepe Vila, La Reina;;-33.4648506;-70.5329729;C. Tres 1302, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Townhouses A Estrenar Con Azotea Privada (129301);9900;CLF;3 dormitorios;3 baños;339 m² útiles;3 dormitorios | 3 baños | 339 m² útiles;Los Corcolenes, Pepe Vila, La Reina;;-33.452684;-70.5544221;Los Corcolenes, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Parque Privado // Country Club (101014);9700;CLF;3 dormitorios;2 baños;118 m² útiles;3 dormitorios | 2 baños | 118 m² útiles;Avenida Príncipe De Gales, Carlos Ossandón, La Reina;;-33.4385234;-70.5638002;Avenida Príncipe De Gales, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Lindo Dpto En La Reina Alta. 3d/3 B.+serv. 2 Estac./exc Ubic;13000;CLF;3 dormitorios;3 baños;140 m² útiles;3 dormitorios | 3 baños | 140 m² útiles;Av. Las Perdices 1263, La Reina, Chile, La Reina Alta, La Reina;;-33.4411119;-70.5340666;Av. Las Perdices 1263, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Depto Venta 2d2b/ Plaza Egaña-blest Gana;5100;CLF;2 dormitorios;2 baños;55 m² útiles;2 dormitorios | 2 baños | 55 m² útiles;Blest Gana 5888, Blest Gana, La Reina;;-33.4551647;-70.5648064;Blest Gana 5888, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Departamento 3d Plaza Egaña Liquida Banco La Reina;7134;CLF;3 dormitorios;2 baños;107 m² útiles;3 dormitorios | 2 baños | 107 m² útiles;Ernesto Hevia 5808, La Reina, Blest Gana, La Reina;;-33.4544284;-70.570096;Ernesto Hevia 5808, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Venta Departamento 2hab 2ba La Reina;6700;CLF;2 dormitorios;2 baños;76 m² útiles;2 dormitorios | 2 baños | 76 m² útiles;Helsinski, 5740, Blest Gana, La Reina;;-33.4565182;-70.5705666;Helsinski, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Townhouses A Estrenar Con Azotea Privada (129303);11000;CLF;3 dormitorios;3 baños;339 m² útiles;3 dormitorios | 3 baños | 339 m² útiles;Los Corcolenes, Pepe Vila, La Reina;;-33.452684;-70.5544221;Los Corcolenes, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Depto En Venta - La Reina 3d -2b -2e;7300;CLF;3 dormitorios;2 baños;92 m² útiles;3 dormitorios | 2 baños | 92 m² útiles;Ernesto Hevia, 5700 - 6000, Blest Gana, La Reina;;-33.4544284;-70.570096;Ernesto Hevia, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Depto En Venta De Lujo , En La Reina 4d 4b 4e 1b;20000;CLF;4 dormitorios;4 baños;140 m² útiles;4 dormitorios | 4 baños | 140 m² útiles;NICANOR PLAZA, 2100 - 2400, La Reina Alta, La Reina;;-33.4364067;-70.5328746;NICANOR PLAZA, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Departamento En Venta De 3 Dorm. En La Reina;14600;CLF;3 dormitorios;3 baños;180 m² útiles;3 dormitorios | 3 baños | 180 m² útiles;Nicanor Plaza, La Reina Alta, La Reina;;-33.4364067;-70.5328746;Nicanor Plaza, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Precioso Departamento En Venta!;6150;CLF;2 dormitorios;2 baños;65 m² útiles;2 dormitorios | 2 baños | 65 m² útiles;Mall Plaza Egaña, Metro Simón Bolivar, La Reina;;-33.4519071;-70.56871;Mall Plaza Egaña, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Banco Liquida Depto 3d2b 1e1b En La Reina, Metro Plaza Egaña;7134;CLF;3 dormitorios;2 baños;107 m² útiles;3 dormitorios | 2 baños | 107 m² útiles;Ernesto Hevia 5808, La Reina, Blest Gana, La Reina;;-33.4544284;-70.570096;Ernesto Hevia 5808, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Venta Departamento 2hab 2ba La Reina;6690;CLF;2 dormitorios;2 baños;71 m² útiles;2 dormitorios | 2 baños | 71 m² útiles;Las Arañas, 2350, Metro Príncipe De Gales - Country Club, La Reina;;-33.4312848;-70.57214;Las Arañas, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Venta Amplio Depto. 4d, 3b - En La Reina;6600;CLF;4 dormitorios;3 baños;100 m² útiles;4 dormitorios | 3 baños | 100 m² útiles;Mateo De Toro Y Zambrano 1331, La Reina, Palmas De Mallorca, La Reina;;-33.4396597;-70.555822;Mateo De Toro Y Zambrano 1331, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Lindodepto_bien Ubicado_moderno_casi Nuevo_piscina Gimnasio ;4250;CLF;1 dormitorio;1 baño;39 m² útiles;1 dormitorio | 1 baño | 39 m² útiles;Blest Gana 5968, 7870199 Santiago, La Reina, Región Metropolitana, Chile, Blest Gana, La Reina;;-33.4551647;-70.5648064;Blest Gana 5968, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Lindo Y Amplio Departamento La Reina;4000;CLF;3 dormitorios;1 baño;75 m² útiles;3 dormitorios | 1 baño | 75 m² útiles;Av. Príncipe De Gales 7437, La Reina, Carlos Ossandón, La Reina;;-33.4392109;-70.5540284;Av. Príncipe De Gales 7437, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Impecable Dpto, Amplia Terraza, 3 Dorm, Metro Simón Bolivar;8950;CLF;3 dormitorios;2 baños;86 m² útiles;3 dormitorios | 2 baños | 86 m² útiles;Guillermo Tell 5858, La Reina, Metro Simón Bolivar, La Reina;;-33.4461172;-70.5704871;Guillermo Tell 5858, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Excelentes Terminaciones Casi Nuevo Muy Seguro 1er Piso;8950;CLF;3 dormitorios;2 baños;109 m² útiles;3 dormitorios | 2 baños | 109 m² útiles;Echeñique La Reina, Carlos Ossandón, La Reina;;-33.4427041;-70.5542694;Echeñique La Reina, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Metro P. Egaña, Con Dos Estac Y Vista Norte (66890);6790;CLF;2 dormitorios;2 baños;72 m² útiles;2 dormitorios | 2 baños | 72 m² útiles;Ernesto Hevia 5700 - 6000, La Reina, Chile, Blest Gana, La Reina;;-33.4544284;-70.570096;Ernesto Hevia 5700 - 6000, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Country Club Las Arañas, Vista A La Cordillera;11670;CLF;4 dormitorios;4 baños;135 m² útiles;4 dormitorios | 4 baños | 135 m² útiles;Las Arañas 2100 - 2400, La Reina, Metro Príncipe De Gales - Country Club, La Reina;;-33.4312848;-70.57214;Las Arañas 2100 - 2400, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Amplio Moderno 2d Y 2b En 70m2 Más Jardín Y Terraza En 60m2;8400;CLF;2 dormitorios;2 baños;70 m² útiles;2 dormitorios | 2 baños | 70 m² útiles;Av. Tobalaba 8229, La Reina, Francisco De Villagra, La Reina;;-33.4405044;-70.5710823;Av. Tobalaba 8229, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Departamento En Venta De 3 Dorm. En La Reina;8950;CLF;3 dormitorios;2 baños;107 m² útiles;3 dormitorios | 2 baños | 107 m² útiles;Metro Simon Bolivar / Avenida Ossa, Metro Simón Bolivar, La Reina;;-33.4461845;-70.5719261;Simon Bolivar / Avenida Ossa, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Moderno Con Excelente Conectividad;4800;CLF;1 dormitorio;1 baño;36 m² útiles;1 dormitorio | 1 baño | 36 m² útiles;Hannover 5750, La Reina, Chile, Metro Simón Bolivar, La Reina;;-33.4515082;-70.5692452;Hannover 5750, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Departamento En Venta De 2 Dorm. Con Renta;7800;CLF;2 dormitorios;2 baños;72 m² útiles;2 dormitorios | 2 baños | 72 m² útiles;Av. Ossa, Metro Simón Bolivar, La Reina;;-33.4535157;-70.5707072;Av. Ossa, La Reina, Santiago, Chile
2025-11-29 18:04:22;La Reina;departamento;Príncipe De Gales Con V. Pérez Rosales, La Reina;4160;CLF;3 dormitorios;2 baños;73 m² útiles;3 dormitorios | 2 baños | 73 m² útiles;Av. Príncipe De Gales 7500 - 7800, La Reina, Carlos Ossandón, La Reina;;-33.4385234;-70.5638002;Av. Príncipe De Gales 7500 - 7800, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Departamento Con Espectacular Terraza Privada En Azotea;14600;CLF;4 dormitorios;3 baños;178 m² útiles;4 dormitorios | 3 baños | 178 m² útiles;Nicanor Pl. 2377, La Reina, La Reina Alta, La Reina;;-33.4364067;-70.5328746;Nicanor Pl. 2377, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Nicanor Plaza;20000;CLF;4 dormitorios;4 baños;246 m² útiles;4 dormitorios | 4 baños | 246 m² útiles;Nicanor Pl. 2100 - 2400, La Reina, La Reina Alta, La Reina;;-33.4364067;-70.5328746;Nicanor Pl. 2100 - 2400, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Excelente Inversión, Plaza Egaña, La Reina, Oriente;7250;CLF;3 dormitorios;2 baños;84 m² útiles;3 dormitorios | 2 baños | 84 m² útiles;Av. Larraín, Blest Gana, La Reina;;-33.4530431;-70.565295;Av. Larraín, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Departamento Venta Sp 3d Walk-in Clóset En Suite 2b 2e 1bd ;7000;CLF;3 dormitorios;2 baños;105 m² útiles;3 dormitorios | 2 baños | 105 m² útiles;Las Arañas 5805, Metro Príncipe De Gales - Country Club, Metro Príncipe De Gales - Country Club, La Reina;;-33.4369081;-70.5732252;Las Arañas 5805, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Excelente Inversión, Plaza Egaña, La Reina, Oriente;7500;CLF;3 dormitorios;2 baños;84 m² útiles;3 dormitorios | 2 baños | 84 m² útiles;Av. Larraín, Blest Gana, La Reina;;-33.4530431;-70.565295;Av. Larraín, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Departamento 1d 1b Excelente Ubicación;4300;CLF;1 dormitorio;1 baño;52 m² útiles;1 dormitorio | 1 baño | 52 m² útiles;Las Arañas, 2350, Metro Príncipe De Gales - Country Club, La Reina;;-33.4312848;-70.57214;Las Arañas, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Depto. En La Reina / Condiciones Especiales Financiamiento;7134;CLF;3 dormitorios;2 baños;92 m² útiles;3 dormitorios | 2 baños | 92 m² útiles;Ernesto Hevia 5807 , Dpto N° 1605, BOD 81, ESTAC 137, Blest Gana, La Reina;;-33.4544284;-70.570096;Ernesto Hevia 5807, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Vendo Departamento 3d 2b 2est La Reina;265000000;CLP;3 dormitorios;2 baños;97 m² útiles;3 dormitorios | 2 baños | 97 m² útiles;Las Arañas, 5805, Metro Príncipe De Gales - Country Club, La Reina;;-33.4312848;-70.57214;Las Arañas, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;4to Piso Oriente (110167);11500;CLF;3 dormitorios;3 baños;130 m² útiles;3 dormitorios | 3 baños | 130 m² útiles;Avenida Príncipe De Gales 1 - 300, Metro Príncipe De Gales - Country Club, La Reina;;-33.4385234;-70.5638002;Avenida Príncipe De Gales 1 - 300, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Departamento La Reina Vendo (113024);4916;CLF;1 dormitorio;1 baño;42 m² útiles;1 dormitorio | 1 baño | 42 m² útiles;Avenida Egaña 1, Blest Gana, La Reina;;-33.4575406;-70.5716706;Avenida Egaña 1, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Departamento En Venta En Mall Plaza Egaña;7800;CLF;3 dormitorios;2 baños;97 m² útiles;3 dormitorios | 2 baños | 97 m² útiles;MALL PLAZA EGAÑA, La Reina;;-33.4519071;-70.56871;MALL PLAZA EGAÑA, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Departamento Metro Plaza Egaña (113024);4916;CLF;1 dormitorio;1 baño;42 m² útiles;1 dormitorio | 1 baño | 42 m² útiles;Avenida Egaña, Blest Gana, La Reina;;-33.4575406;-70.5716706;Avenida Egaña, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Venta Departamento No 3d 2b 2e 1bd Blest Gana - La Reina;7800;CLF;3 dormitorios;2 baños;97 m² útiles;3 dormitorios | 2 baños | 97 m² útiles;Paula Jaraquemada 50, Blest Gana, Blest Gana, La Reina;;-33.4538473;-70.5682288;Paula Jaraquemada 50, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Excelente Departamento En El Limite De La Reina Y Las Condes;6700;CLF;2 dormitorios;2 baños;77 m² útiles;2 dormitorios | 2 baños | 77 m² útiles;Las Arañas 2350  SN, Metro Príncipe De Gales - Country Club, La Reina;;-33.4312848;-70.57214;Las Arañas 2350 SN, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;La Reina, Ernesto Hevio 5808, Dpto 1605, 3d 2b;7134;CLF;3 dormitorios;2 baños;107 m² útiles;3 dormitorios | 2 baños | 107 m² útiles;Ernesto Hevia, 5808, Blest Gana, La Reina;;-33.4544284;-70.570096;Ernesto Hevia, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Departamento Con Excelente Ubicación La Reina;6590;CLF;2 dormitorios;2 baños;78 m² útiles;2 dormitorios | 2 baños | 78 m² útiles;Obispo Del Solar 5711, La Reina, Metro Simón Bolivar, La Reina;;-33.4510596;-70.5702515;Obispo Del Solar 5711, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;A Pasos De Country Club Y Colegio The Grange School;10200;CLF;4 dormitorios;3 baños;115 m² útiles;4 dormitorios | 3 baños | 115 m² útiles;Las Arañas 5700 - 6000, La Reina, Metro Príncipe De Gales - Country Club, La Reina;;-33.4312848;-70.57214;Las Arañas 5700 - 6000, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Departamento Tríplex, 3 Dormitorios, 3 Baños, La Reina;10040;CLF;3 dormitorios;3 baños;112 m² útiles;3 dormitorios | 3 baños | 112 m² útiles;Carlos Ossandón 1100, 7.86e+06 - 7.8603e+06 La Reina, Región Metropolitana, Chile, Carlos Ossandón, La Reina;;-33.4427998;-70.5434171;Carlos Ossandón 1100, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Departamento En Venta De 3 Dorm. En La Reina;188000000;CLP;3 dormitorios;2 baños;60 m² útiles;3 dormitorios | 2 baños | 60 m² útiles;Mateo De Toro Y Zambrano, Palmas De Mallorca, La Reina;;-33.4396597;-70.555822;Mateo De Toro Y Zambrano, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;2 Estacionamientos // Plaza Egaña (130785);8550;CLF;3 dormitorios;2 baños;94 m² útiles;3 dormitorios | 2 baños | 94 m² útiles;Ernesto Hevia 5700 - 6000, La Reina, Chile, Blest Gana, La Reina;;-33.4544284;-70.570096;Ernesto Hevia 5700 - 6000, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Dpto. Con Excelente Conectividad A Pasos Mall Plaza Egaña;5100;CLF;3 dormitorios;2 baños;75 m² útiles;3 dormitorios | 2 baños | 75 m² útiles;Javiera Carrera Sur 17, La Reina, Blest Gana, La Reina;;-33.4537148;-70.5672069;Javiera Carrera Sur 17, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Cómodo Depto. A Pasos De Metro Plaza Egaña;3650;CLF;2 dormitorios;2 baños;46 m² útiles;2 dormitorios | 2 baños | 46 m² útiles;Av. Larraín 5700 - 6000, La Reina, Metro Simón Bolivar, La Reina;;-33.4530431;-70.565295;Av. Larraín 5700 - 6000, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Cómodo Y Conectado Dpto 1d-1b La Reina (98170);4590;CLF;1 dormitorio;1 baño;40 m² útiles;1 dormitorio | 1 baño | 40 m² útiles;Avenida Echeñique 5700 - 6000, La Reina, Chile, Metro Simón Bolivar, La Reina;;-33.4456626;-70.5693118;Avenida Echeñique 5700 - 6000, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Venta Departamento 1hab 1ba Santiago;3790;CLF;1 dormitorio;1 baño;35 m² útiles;1 dormitorio | 1 baño | 35 m² útiles;Avenida Egaña, 237, Blest Gana, La Reina;;-33.4575406;-70.5716706;Avenida Egaña, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;En Venta Departamento Impecable 2d2b Vista Ubicación Precio;6150;CLF;2 dormitorios;2 baños;65 m² útiles;2 dormitorios | 2 baños | 65 m² útiles;Obispo Del Solar 5711, La Reina, Metro Simón Bolivar, La Reina;;-33.4510596;-70.5702515;Obispo Del Solar 5711, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Como Nuevo, Exquisito Depto. Con Excelente Conectividad;5950;CLF;2 dormitorios;2 baños;60 m² útiles;2 dormitorios | 2 baños | 60 m² útiles;Avenida Egaña 1 - 300, La Reina, Chile, Blest Gana, La Reina;;-33.4575406;-70.5716706;Avenida Egaña 1 - 300, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Excelente, 2 Dormitorios, Metro Egaña (13298);5000;CLF;2 dormitorios;2 baños;55 m² útiles;2 dormitorios | 2 baños | 55 m² útiles;Blest Gana 5700 - 6000, La Reina, Chile, Blest Gana, La Reina;;-33.4551647;-70.5648064;Blest Gana 5700 - 6000, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Townhouse En Venta,  4d, La Reina;11500;CLF;4 dormitorios;3 baños;111 m² útiles;4 dormitorios | 3 baños | 111 m² útiles;Blest Gana, La Reina;;-33.4551647;-70.5648064;Blest Gana, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Hermoso Depto Con Vista Coordillera/mall Y Metro Plaza Egaña;7290;CLF;3 dormitorios;2 baños;80 m² útiles;3 dormitorios | 2 baños | 80 m² útiles;Paula Jaraquemada 1 - 300, La Reina, Blest Gana, La Reina;;-33.4559889;-70.568067;Paula Jaraquemada 1 - 300, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Amplio Depto Moderno De 3d+2b Y Cocina Con Comedor Diario.;9290;CLF;3 dormitorios;2 baños;98 m² útiles;3 dormitorios | 2 baños | 98 m² útiles;Ricardo Wagner 2192, 7850050 La Reina, Región Metropolitana, Chile, Troncos Viejos, La Reina;;-33.4328517;-70.575687;Ricardo Wagner 2192, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Amplio Departamento Remodelado En La Reina;198000000;CLP;3 dormitorios;2 baños;70 m² útiles;3 dormitorios | 2 baños | 70 m² útiles;Mateo De Toro Y Zambrano 1491, La Reina, La Reina;;-33.4407853;-70.5551103;Mateo De Toro Y Zambrano 1491, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Excelente Ubicación Metro Plaza Egaña 2 Dor/ 2 Baños;5500;CLF;2 dormitorios;2 baños;54 m² útiles;2 dormitorios | 2 baños | 54 m² útiles;Blest Gana 5784, La Reina, Blest Gana, La Reina;;-33.4551647;-70.5648064;Blest Gana 5784, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Acogedor Departamento Cercanos A Metro Principe De Gales ;5200;CLF;3 dormitorios;1 baño;71 m² útiles;3 dormitorios | 1 baño | 71 m² útiles;Mateo De Toro Y Zambrano, Carlos Ossandón, La Reina;;-33.4396597;-70.555822;Mateo De Toro Y Zambrano, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Departamento Full Remodelado En La Reina;5100;CLF;3 dormitorios;1 baño;69 m² útiles;3 dormitorios | 1 baño | 69 m² útiles;Av. Príncipe De Gales, La Reina, Carlos Ossandón, La Reina;;-33.4385234;-70.5638002;Av. Príncipe De Gales, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Amplio Depto 3d2b + Estac, Mateo De Toro Y Zambrano;188000000;CLP;3 dormitorios;2 baños;74 m² útiles;3 dormitorios | 2 baños | 74 m² útiles;Mateo De Toro Y Zambrano 1395, La Reina, La Reina;;-33.4410912;-70.5549534;Mateo De Toro Y Zambrano 1395, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Departamento Remodelado En Venta De 3 Dorm. La Reina;4750;CLF;3 dormitorios;1 baño;60 m² útiles;3 dormitorios | 1 baño | 60 m² útiles;Av. Simón Bolívar 7361, 7.8504e+06 - 7.8507e+06 La Reina, Región Metropolitana, Chile, Palmas De Mallorca, La Reina;;-33.4454396;-70.5565816;Av. Simón Bolívar 7361, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Gran Oportunidad Vendo Depto 2 Dorm 2 Baños Estac Y Bodega;5000;CLF;2 dormitorios;2 baños;50 m² útiles;2 dormitorios | 2 baños | 50 m² útiles;Loreley 1736, Metro Príncipe De Gales - Country Club, La Reina;;-33.4384573;-70.5711686;Loreley 1736, La Reina, Santiago, Chile
2025-11-29 18:04:50;La Reina;departamento;Impecable Departamento Remodelado Plaza Egaña (92215);4990;CLF;3 dormitorios;2 baños;67 m² útiles;3 dormitorios | 2 baños | 67 m² útiles;Nuncio Laghi 1 - 300, La Reina;;-33.4565976;-70.5602745;Nuncio Laghi 1 - 300, La Reina, Santiago, Chile
2025-11-29 18:05:42;La Reina;departamento;El House-apartment Que Estabas Esperando Al Mejor Precio;5060;CLF;3 dormitorios;2 baños;100 m² útiles;3 dormitorios | 2 baños | 100 m² útiles;Paula Jaraquemada 446, La Reina, Francisco De Villagra, La Reina;;-33.4559889;-70.568067;Paula Jaraquemada 446, La Reina, Santiago, Chile
2025-11-29 18:05:42;La Reina;departamento;Luminoso, Preciosa Vista Despejada, Áreas Verdes;5300;CLF;3 dormitorios;2 baños;72 m² útiles;3 dormitorios | 2 baños | 72 m² útiles;Av. Ossa 1500 - 1800, La Reina, Troncos Viejos, La Reina;;-33.4535157;-70.5707072;Av. Ossa 1500 - 1800, La Reina, Santiago, Chile
2025-11-29 18:05:42;La Reina;departamento;Moderno, Luminoso Y Completamente Remodelado;7100;CLF;3 dormitorios;2 baños;119 m² útiles;3 dormitorios | 2 baños | 119 m² útiles;Reina Victoria, 1 - 300, Metro Príncipe De Gales - Country Club, La Reina;;-33.4400365;-70.5646572;Reina Victoria, La Reina, Santiago, Chile
2025-11-29 18:05:42;La Reina;departamento;Oportunidad Novación;4800;CLF;1 dormitorio;1 baño;50 m² útiles;1 dormitorio | 1 baño | 50 m² útiles;Av. Echeñique 5819, La Reina, Metro Simón Bolivar, La Reina;;-33.4457335;-70.5711037;Av. Echeñique 5819, La Reina, Santiago, Chile
2025-11-29 18:05:42;La Reina;departamento;Venta Departamento En La Reina;140000000;CLP;2 dormitorios;1 baño;60 m² útiles;2 dormitorios | 1 baño | 60 m² útiles;Av. Tobalaba 7761, La Reina, Blest Gana, La Reina;;-33.4405044;-70.5710823;Av. Tobalaba 7761, La Reina, Santiago, Chile
2025-11-29 18:05:42;La Reina;departamento;Dpto. En La Reina / Condiciones Especiales De Financiamiento;7134;CLF;3 dormitorios;2 baños;92 m² útiles;3 dormitorios | 2 baños | 92 m² útiles;Ernesto Hevia 5807 , Dpto N° 1605, BOD 81, ESTAC 137, Blest Gana, La Reina;;-33.4544284;-70.570096;Ernesto Hevia 5807, La Reina, Santiago, Chile
2025-11-29 18:05:42;La Reina;departamento;Depto 3d 2b En Ernesto Hevia 5808 En La Reina;7134;CLF;3 dormitorios;2 baños;107 m² útiles;3 dormitorios | 2 baños | 107 m² útiles;Ernesto Hevia 5808, La Reina, Blest Gana, La Reina;;-33.4544284;-70.570096;Ernesto Hevia 5808, La Reina, Santiago, Chile
2025-11-29 18:05:42;La Reina;departamento;Vendo Cómodo Departamento Excelente Ubicación, La Reina;6500;CLF;3 dormitorios;2 baños;92 m² útiles;3 dormitorios | 2 baños | 92 m² útiles;Las Arañas 5805, Santiago, La Reina, Chile, Metro Príncipe De Gales - Country Club, La Reina;;-33.4369081;-70.5732252;Las Arañas 5805, La Reina, Santiago, Chile
2025-11-29 18:05:42;La Reina;departamento;Depto En Excelente Ubicación- La Reina;7700;CLF;2 dormitorios;2 baños;80 m² útiles;2 dormitorios | 2 baños | 80 m² útiles;Av. Simón Bolívar 7494, La Reina, Palmas De Mallorca, La Reina;;-33.4443922;-70.5534736;Av. Simón Bolívar 7494, La Reina, Santiago, Chile
2025-11-29 18:05:42;La Reina;departamento;Excelente Ubicación Departamento Modernizado Y Bellas Vistas;10200;CLF;4 dormitorios;3 baños;130 m² útiles;4 dormitorios | 3 baños | 130 m² útiles;Las Arañas 5805, La Reina, Metro Príncipe De Gales - Country Club, La Reina;;-33.4369081;-70.5732252;Las Arañas 5805, La Reina, Santiago, Chile
2025-11-29 18:05:42;La Reina;departamento;Plaza Egaña Comodo Excelente Inversion;7000;CLF;2 dormitorios;2 baños;90 m² útiles;2 dormitorios | 2 baños | 90 m² útiles;Ernesto Hevia, La Reina, Blest Gana, La Reina;;-33.4544284;-70.570096;Ernesto Hevia, La Reina, Santiago, Chile
2025-11-29 18:05:42;La Reina;departamento;Depto 3d 2b En Ernesto Hevia 5808 En La Reina;7134;CLF;3 dormitorios;2 baños;107 m² útiles;3 dormitorios | 2 baños | 107 m² útiles;La Reina, Carlos Ossandón;;-33.4430242;-70.5337236;La Reina, La Reina, Santiago, Chile
2025-11-29 18:05:42;La Reina;departamento;Esplendido Departamento  Con Vista A La Cordillera;5550;CLF;1 dormitorio;1 baño;40 m² útiles;1 dormitorio | 1 baño | 40 m² útiles;Av. José Arrieta, La Reina, Pepe Vila, La Reina;;-33.4591695;-70.5717825;Av. José Arrieta, La Reina, Santiago, Chile
2025-11-29 18:05:42;La Reina;departamento;Moderno Y Hermoso Entorno Único En La Reina 188m2/207m2;15900;CLF;4 dormitorios;3 baños;188 m² útiles;4 dormitorios | 3 baños | 188 m² útiles;Alvaro Casanova 1826, Santiago, La Reina, La Reina Alta, La Reina;;-33.442754;-70.5193029;Alvaro Casanova 1826, La Reina, Santiago, Chile
2025-11-29 18:05:42;La Reina;departamento;Depto En Entorno Único En La Reina;6800;CLF;2 dormitorios;1 baño;60 m² útiles;2 dormitorios | 1 baño | 60 m² útiles;Alvaro Casanova 1826, Santiago, La Reina, La Reina Alta, La Reina;;-33.442754;-70.5193029;Alvaro Casanova 1826, La Reina, Santiago, Chile
2025-11-29 18:05:42;La Reina;departamento;Departamento Avda.egaña/blest Gana;5650;CLF;2 dormitorios;2 baños;71 m² útiles;2 dormitorios | 2 baños | 71 m² útiles;Avda.Egaña/Blest Gana, Blest Gana, La Reina;;-33.4575406;-70.5716706;Avda.Egaña/Blest Gana, La Reina, Santiago, Chile
